,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\AnotherRag.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Bach.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Beethoven.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Breathless.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Chopin.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\ComingHome.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\FromTheWillowsKeep.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\InventionNo1.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\InventionNo2.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\InventionNo3.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Mahler.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Mazurka.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Messiaen.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Mozart.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\MozartActI.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\MozartActII.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Prescience.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\SonataI.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\SonataII.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\SpaceTime.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Suite.wav,C:\Users\zoar_\OneDrive\ED\Escritorio\librosasongsIA\Vivaldi.wav
33,996.6796431212271,0.0,767.5645521887942,1231.4537515750696,0.0,2719.2017870742566,2097.555743122245,784.5366185546375,795.6580271286605,687.0057732960204,863.2550244839683,1222.1643689735497,1091.9525688929355,0.0,2479.6913876508106,2890.4781286312227,1092.9895568989148,987.738827652996,484.2439099348758,1507.5668992505625,1017.9669464948695,1937.6491302958539
34,968.7342550832537,0.0,757.7987911990809,1211.115925607114,0.0,2725.8815576740494,2101.8035073184637,846.4628117171485,726.697618632188,727.2535433772623,797.8523113784951,1237.4223132966913,1090.7341994009105,0.0,2709.3750086580385,2377.8561959114436,1072.9553791998776,911.5503892291822,507.7652406627441,1480.8384714630458,864.5675436639191,1934.0704447846297
35,880.8971423927684,0.0,771.2472323291378,1247.0622114595421,0.0,2728.118079197242,2152.1359650141812,786.4993165497148,718.2210898012112,646.8179999693727,761.1039237752336,1436.8327466737883,1130.1891203785945,0.0,2506.664732088395,2203.403423080876,1089.5747318009116,910.7940933078115,599.1250600954629,1460.0000084217947,768.3430002168611,1945.0843972581142
36,827.7697010918225,0.0,786.2093118454233,1295.875939925248,0.0,2789.378124902958,2163.3654725938068,585.0760341924453,668.5859081753791,603.487887120965,727.0806740751756,927.5491882404074,1144.837430999874,0.0,2118.704828355435,2424.750511471806,1136.7627971974032,919.7141157693288,691.2537061076168,1424.6050035051044,697.6910423640406,1882.6979448729203
37,798.6825748894744,0.0,742.1236352013027,1331.7878111459672,0.0,2805.641555565487,2146.3411272560265,592.0472821507215,635.1115427804982,591.4680241992332,725.5409392015029,653.4894640494415,1121.6681296009588,0.0,2323.598817752606,2645.4639165363187,1168.4932501345936,923.3933868012177,588.1509196673943,1379.1915103077438,659.2904195202626,1808.378551564983
38,811.2936657244071,0.0,705.2865585873758,1433.3191385797516,0.0,2736.09323916102,2110.1323270240973,590.2849888142683,639.6461632363387,573.9408697844764,733.1817572685351,665.9991368229762,1089.5343354124152,0.0,2944.869975185081,2581.562708424636,1286.3848150657263,931.0001846087752,531.7391062888352,1422.0802022065998,647.701515247208,1719.7459834175334
39,855.4907720961487,0.0,694.8177611737494,1565.892924185335,0.0,2809.8161799897807,2148.3575089155966,568.7981153320627,620.4937246298585,592.1038142810263,743.814807151706,665.9034684772126,1085.2376002050653,0.0,3122.4536384060057,2033.3216196326048,1882.4632655738264,942.0157388633435,482.28175481127687,1419.475520537674,638.3668262610944,1786.6646041296194
40,880.3510872680567,0.0,722.5044427842474,1694.2712170818954,0.0,2903.893218800935,2127.2389296920173,574.5392316821163,622.6980518224788,573.3638771713555,743.5154389705841,662.0207158963697,1131.0935957573406,0.0,2818.6262665103295,1965.5233850624263,1933.6219351484915,926.2426171767679,463.7163464197713,1388.5554346123738,613.5104578351226,1859.868175557662
41,893.0895228729981,0.0,784.7620523699933,1708.3389474965268,0.0,2740.415920217145,2165.4699943948526,604.7172587679936,594.6529602212361,542.750569286816,734.7808026007647,686.3177687682906,1162.4133154612525,0.0,2594.3301488952984,2228.0531076411735,1815.80277351126,912.0931557141205,465.00078265923867,1406.6374468457138,598.2669987043145,1953.5372271811957
42,955.8166877572028,0.0,855.738972047004,1639.9346034725445,0.0,2615.4981502813134,2146.8202648980005,599.3913350432954,570.7599479652841,558.1631053737219,723.6883609722147,714.1657833243092,1144.089600229003,0.0,2186.083341042698,2410.133653377694,1710.5754879126355,873.2443630722155,461.88129878515895,1469.0121801560729,604.2876388049164,2004.6655206133137
43,946.0718362514076,0.0,886.8562927205509,1561.4230093352194,0.0,2598.3354451682135,2172.629276642966,560.8083056068581,593.5944877508635,572.0615458218775,731.2216381193803,697.8330464516139,1135.4978415309365,0.0,1436.3924903165062,2411.834935958159,1644.8005502720873,842.495141886587,471.5767731112497,1516.0084890556777,620.9957322331504,1959.7326142837474
44,894.4015920778736,0.0,926.9215126669789,1494.9826201992446,0.0,2626.2570811446853,2147.060784310892,570.8821863669259,656.9048628118175,557.0735051451336,753.748188286961,756.5694632909481,1156.9148391673166,0.0,1253.1949516069549,2838.3910727563884,1593.1433398110557,826.5385004903724,478.4640644480557,1407.9596998755355,619.1233621013005,1958.4556830666747
45,931.4942529398722,0.0,1005.7559696686099,1364.1418365828695,0.0,2606.7866132141253,2111.2899130787227,572.4481915847861,698.73990554764,538.8946564147108,753.8827749000678,754.7064949058203,1174.986074416334,0.0,1252.3706964736577,2745.372295696797,1487.9518318364678,802.5594233166264,470.0516200997156,1353.867901831953,621.6336798552865,1945.004888575434
46,1029.7647208619044,0.0,1043.3513080585963,1285.8370537732949,0.0,2701.4952254692353,2190.0918889522154,593.604000643025,680.6775945054435,580.9305701316497,757.4379503548631,758.5806191199993,1204.1862208411048,0.0,1228.0346901707844,2532.632578393525,1447.2075699377433,771.5522186295632,474.1416110583418,1342.9231764555,620.2503660690505,1892.3960997661322
47,1007.7793250430104,0.0,1060.0356340306082,1308.9898378777114,0.0,2882.873279642031,2157.6470698048074,575.4559228475705,647.0858102123586,562.9518717861982,782.7384119479417,776.6509959926884,1186.5766684403056,0.0,1270.4606158557674,2476.5579356289923,1428.9115921124,767.9659589990052,459.2835675641345,1345.8441710659524,603.741197831177,1938.3055366621477
48,937.2487435541046,0.0,1051.9730489026872,1266.9968051750866,0.0,2973.3644129190175,2154.7759072536205,546.9363534625722,602.8615015129701,589.3959184463647,790.6187776656755,714.2996828263931,1169.4244372687538,0.0,1241.8149568210856,2463.515116642956,1437.9119993734425,776.1435412985301,447.4741218203299,1351.5393980435856,600.820234180566,1891.9578491009224
49,866.830591713844,0.0,1051.0596167864505,1262.998979646549,0.0,3006.3436512849808,2142.671527104302,488.17598981586366,585.502062686306,594.9302481994047,796.2911836458021,654.132673170441,1158.2706183489645,0.0,1130.258201431698,2497.77912929806,1418.0052473105786,778.9506803162253,457.9426137205855,1368.1735957988678,620.1905462575149,1818.140751010155
50,833.6178879378607,0.0,988.3766202992178,1231.3994540372425,0.0,3030.9144197020946,2122.8185008986666,473.21401113390584,651.9950019181915,587.671628412223,827.1780431903956,660.5599102287694,1145.0612893093091,0.0,1029.1793137413729,2736.99511252175,1389.9537141948263,772.4215625275554,454.1102368075095,1356.4308267175254,626.5114603078671,1824.9951595680002
51,827.6871887616353,0.0,939.0392591711657,1200.3032559702099,0.0,2916.8659209535676,2124.7313504626295,487.7673480859704,798.5644631749199,603.9614292519007,817.1512878114179,673.8349913160462,1123.218399803482,0.0,971.4476394378918,3006.7854172004368,1317.9182114876735,785.7838845685756,451.10849797947026,1357.0183354061055,636.2185785289732,1813.2251387410229
52,799.5429624681229,0.0,887.099709037378,1214.1789628843783,0.0,2767.7776856082073,2086.7496011694675,742.5925263032562,779.259772325834,589.0524196280471,785.2980615042537,688.7038514706169,1121.5984177907121,0.0,980.3202246127535,2738.0806011625996,1330.942228227646,804.6439921378338,458.84812701990757,1349.809574695395,658.553412559153,1829.293824130626
53,774.7286087848701,0.0,875.9032600703749,1188.5307138854841,0.0,2725.9198783658867,2093.629630515829,847.152859036455,679.8917006781387,609.4799880011634,801.7444349298688,693.809324916349,1127.0375890953321,0.0,1003.150125490755,2474.964638974475,1367.8324404962204,772.7709751124798,452.4072550753017,1344.7121347142445,666.0135617542459,1709.0782081276366
54,751.3959071456371,0.0,866.691273486606,1155.9980067833228,0.0,2757.3358561387267,2098.9816949378437,828.7110187780169,645.0206167503038,574.9699797384872,888.4496797696839,710.8947416602113,1086.5600471596342,0.0,1095.7347021920705,2731.051526440538,1336.943389322106,780.9786799286372,464.895779823303,1342.0402903159502,671.6167977657984,1617.7441462553302
55,757.8251726693729,0.0,820.7025941686994,1165.5085235247243,0.0,2787.9941901827196,2094.342124039653,823.8860461504302,649.6686471966486,561.8741130311438,942.6625973568449,717.6038286344965,1101.71809106334,0.0,1106.5565830027558,2714.4713706615785,1363.2537831727586,780.085891716277,490.05158431342176,1346.0675973985137,672.6355507016956,1558.9704466479002
56,755.0376023853262,0.0,753.9073368893901,1153.4424750810415,0.0,2928.695326902017,2072.9676239819178,771.540229035986,646.4739973931923,608.1114154100504,884.0050481200657,734.9049590197603,1086.9047292295118,0.0,1117.9960803935871,2769.7446796940635,1380.7311706860737,771.8093114243792,480.2158280442728,1352.46212726817,674.6138568843289,1594.1933745107203
57,770.0560619672618,0.0,727.6775256888511,1154.0001804966655,0.0,2941.5371347619935,2079.4259028890892,774.9732326443755,622.0869182075396,638.1652606588326,886.5292417528905,747.1847871440168,1095.7647797852162,0.0,1206.2700178015707,3080.954730364953,1388.1403859242255,771.2092255899705,479.08640760070784,1353.0485133201094,693.411144715156,1714.7155328592496
58,790.1015478940046,0.0,655.0429659469995,1161.4325806309528,0.0,2785.790159102845,2095.4985592229777,786.0904593169479,631.7760511848398,654.4695874477845,830.7458294578262,729.7660142060823,1154.976935617267,0.0,1322.1755517856698,2848.2659186093792,1357.3414610606262,756.2301514016441,488.5958290477105,1347.6466265057134,699.1421558691857,1746.5838422221905
59,752.7447459358514,0.0,595.9924769912166,1196.3513306842665,0.0,2702.2424792703464,2083.245289817416,781.019265649456,660.678223352307,628.5068795082287,796.082832278643,756.2328080455407,1188.3600326157334,0.0,2464.527886123852,2460.7619660897253,1358.610235055126,743.977608141424,467.8972892032998,1346.3022958428246,705.7476708246063,1734.0434065286477
60,682.3141987529573,0.0,585.8119873492897,1179.3018148051237,0.0,2609.4889146430814,2089.9024410008574,766.453456407113,700.4204132884097,599.4775827840326,796.0234012399683,772.9181536562683,1191.357766191114,0.0,4136.533030910765,2274.979444087201,1404.2430369051403,725.8334832825088,473.6548557649153,1354.4530913329131,697.8918012780541,1730.955567283861
61,645.6757266346409,0.0,560.8568390116664,1199.0973099098653,0.0,2559.9674852012413,2045.491488969241,758.6278866943527,711.8487995148763,617.1322509089989,772.0614273620436,716.6153346683388,1202.0324982565533,0.0,5069.322749115651,2583.1424462973655,1420.0190258266007,724.0971389338127,486.69533109856394,1352.8704033308602,695.0022587068675,1678.4369401220438
62,627.6334585139764,0.0,545.1859082827957,1237.4456938632168,0.0,2552.3711734449225,2143.6339111789994,721.0369833588077,640.8250430568065,607.4148768376771,783.4042505882536,703.8622444996133,1197.079942044801,0.0,5307.450786422694,2646.4021805938746,1423.0601551481757,718.9980165821636,468.9812915026235,1350.0380329642817,700.6703923837212,1663.1990534235915
63,642.2513228311275,0.0,550.802132841739,1263.1556314223474,0.0,2676.938712103426,2109.990926921356,704.8392170195148,642.0667253789086,608.5503502352259,787.5569484473363,719.7899187735866,1191.26083515694,0.0,5275.551512372807,2620.478453340784,1401.6883593484179,710.7776828271739,479.31056876651866,1353.3628300796986,698.2782096822441,1576.2197117926814
64,649.7640865922442,0.0,550.5647542707061,1213.9777317876485,0.0,2704.9804437841526,2094.6230633394407,708.9206890891232,672.7339179965555,602.2696960622185,776.5817831671333,766.4608919017753,1187.7681218279245,0.0,5240.047140037759,2353.7417572266013,1408.6121369091275,691.5284410161119,488.47614263670073,1367.6148325613535,699.209048199679,1529.4109023385597
65,645.1927961010322,0.0,517.9818742923313,1196.741590510448,0.0,2704.0063422992143,2104.2515324731494,703.410796907363,665.3534199466026,602.8783987410546,756.9592433708996,782.0331135334761,1155.0818999472783,0.0,5433.057169905957,2673.5373751501484,1381.2862219728436,679.3428747899518,466.00206007311914,1358.7413110857324,703.7332422988384,1519.371454897489
66,636.5769952039516,0.0,496.4377784032551,1194.4386011664233,0.0,2628.2107948083644,2099.2113258127993,717.92717165735,678.7026016990106,608.7283188436154,767.3074360996122,815.8735652149735,1144.7907747377142,0.0,4746.847852450943,2545.528076149486,1380.372751405431,670.6269521847659,477.01967989970086,1354.0435615816712,725.9973912497002,1472.7984495424794
67,635.4334039897109,0.0,482.02401565908144,1169.3473667244743,0.0,2676.4350090786165,2109.5006460123077,720.2237506639028,690.0287295895134,608.8423642067147,811.9043906486163,728.1462737779186,1168.0458840089823,0.0,2579.002780151945,2785.268486455002,1388.7085282417088,653.7128915636592,463.17144285580775,1353.2744012288,718.6014449893403,1419.401149928251
68,641.0572762633959,0.0,469.5509355400102,1214.6567035857104,0.0,2797.5785229084177,2115.006219078392,666.6213840424426,846.9159721908192,608.8221746767331,811.0977837432603,730.5401531390432,1166.2037668719136,0.0,1447.8117051479344,2699.4064226372457,1420.52782197944,645.0644535016419,456.1337097556721,1364.456631271612,727.7216709317055,1350.98464348535
69,645.871743850274,0.0,472.35960055921487,1227.0424607895502,0.0,2765.239710499981,2153.755458245544,595.3025489003439,867.1054720957829,612.0807953626751,792.9077660866899,830.9734614595503,1148.335406472354,0.0,1380.9762329083665,2502.5736059221417,1430.419255801008,628.8242227226855,472.96304110362576,1371.6388191939132,729.9382428201611,1303.0914008692464
70,716.4516549567002,0.0,462.3814775263391,1202.6823653565914,0.0,2715.139297977689,2162.9651427283925,599.016509215648,802.3334164381242,630.2109923299374,790.8309136832664,782.787342935148,1132.1273583992522,0.0,1490.743883454506,2424.5375751421025,1360.2246282691663,644.9735951318951,462.9791910105919,1372.595979020156,731.6857640756648,1317.972877490473
71,746.2895483220242,0.0,458.3029275177847,1212.0415301106195,0.0,2782.7568979496336,2128.5511179485143,598.4763109367086,763.2617685676089,637.8706168311713,806.0815098671949,755.6817941906618,1081.5701438342742,0.0,1358.3328480458395,2608.751408079114,1388.1436831670385,647.4994687050379,452.6118745448884,1376.2528562178404,753.8610235280985,1350.3194705311034
