,2760_Don_Giovanni_K_527_-_Overture.wav,2965_fantasie_in_c_major_d_934_a9b2ca46.wav,3016_nocturne_op_32_no_1_in_b_major.wav,3097_giovanni_battista_concerto.wav,"8_Piano_Pieces_Op_76_4_Intermezzo.wav",Four_Seasons_Violin_Concerto_in.wav,J.S Bach - La passion Selon Saint Matthieu - 1st Partie - 1.wav,J.S Bach - La passion Selon Saint Matthieu - 1st Partie - 4.wav,J.S Bach - La passion Selon Saint Matthieu - 2nd Partie - 2.wav,PMLP245338-gabrielli_suite_m1.wav,Rossini - overture_to_william_tell.wav,Rossini - overture_to_william_tell.wav,"Sentimental waltz no. 6 from Op. 51.wav",Swan Lake Op.20 - Act I Intro.wav,Swan Lake Op.20 - Act II Pt.1.wav,"Symphony_No_6_in_B_minor_Op_74.wav","Trio for Piano Flute and Bassoon.wav","What_shall_I_make_of_you_Ephraim.wav",piano-concerto-no1-in-g-minor.wav,IA_AnotherRag.wav,IA_Bach.wav,IA_Beethoven.wav,IA_Breathless.wav,IA_Chopin.wav,IA_ComingHome.wav,IA_FromTheWillowsKeep.wav,IA_InventionNo1.wav,IA_InventionNo2.wav,IA_InventionNo3.wav,IA_Mahler.wav,IA_Mazurka.wav,IA_Messiaen.wav,IA_Mozart.wav,IA_MozartActI.wav,IA_MozartActII.wav,IA_Prescience.wav,IA_SonataI.wav,IA_SonataII.wav
210,1524.729585,987.9320225,556.9762728,1520.070821,641.0588087,1230.326078,1283.828577,1694.567576,1296.694396,2001.865018,778.9449524,778.9449524,2347.137414,1449.120538,1151.878542,1620.228679,1830.064092,1152.174145,1970.322738,707.3444441,0,698.4407012,1538.841818,0,2765.784297,2113.242787,704.5103903,795.9364666,638.6981702,732.1544243,750.4353944,1325.829084,0,2975.94787,1805.040886,1344.498431,780.6169113,559.9127404
211,1565.101999,949.7280757,539.1401823,1509.20088,630.7347303,1507.483782,1265.49863,1616.32452,2204.722797,1933.548395,774.0097724,774.0097724,2281.354639,1303.43173,1194.581531,1562.827258,1617.528433,1121.711921,2118.862328,710.6312038,0,682.0792968,1633.177727,0,2834.002483,2097.960777,707.4033349,869.3952861,623.2546084,701.9618187,710.8677592,1325.900242,0,1700.274653,1851.632925,1357.440105,873.863381,545.5715652
212,1589.681271,894.7662523,520.2379422,1494.238864,622.6734234,1877.528008,1334.836144,1574.75328,2743.546555,1962.562931,794.886339,794.886339,2213.390412,1251.848468,1190.525489,1633.346967,1556.052366,1129.311416,2220.091624,694.6987592,0,667.4888555,1632.186993,0,2707.353181,2138.160319,691.7355213,836.4917985,626.7709382,680.7423603,633.935358,1323.594176,0,1164.545772,1919.539913,1397.539574,904.7240573,508.2543741
213,1631.055593,890.5572406,520.2576556,1646.175948,650.5499628,2089.142318,1257.96136,1588.346664,2479.811444,2065.352448,831.6224806,831.6224806,2309.02912,1326.902133,1183.573229,1704.587663,1601.15663,1111.036318,2202.256088,685.5286685,0,650.3074913,1474.700304,0,2735.542968,2107.773939,675.4376715,783.6297427,614.5146649,639.82723,620.1942995,1305.429372,0,1001.544636,1868.060635,1348.137418,857.0233528,504.2117174
214,1679.076259,963.1916231,564.0557426,1682.864558,674.756764,1998.094711,1228.580217,1569.588084,2347.09947,2300.805765,810.8693421,810.8693421,2373.039259,1392.311936,1228.035353,1706.115692,1647.38716,1042.050587,2122.57683,868.9715238,0,655.3218232,1447.99008,0,2825.859684,2093.069236,667.8780789,774.6618134,607.3185084,637.7209505,616.6686551,1310.593235,0,909.5568066,1620.76727,1351.749954,836.2136455,506.0313242
215,1639.370398,954.1370443,588.0133144,1560.94497,717.3714981,1828.946057,1227.812659,1545.97469,2640.94168,2429.766134,822.8476599,822.8476599,2472.143056,1425.895893,1179.758031,1719.089408,1655.244221,943.141343,2041.203292,1022.308235,0,630.6318077,1428.256018,0,2777.346629,2108.562142,675.1709043,761.8565093,652.3037992,650.3757357,622.4865726,1279.426067,0,863.6763415,1388.931137,1388.335657,782.6763064,528.3271958
216,1583.656265,992.6243772,616.7945899,1456.64613,739.8209294,1757.718177,1219.964852,1522.996504,2844.80754,2253.984492,849.9535067,849.9535067,2742.409576,1421.53192,1203.331852,1730.906991,1649.322707,990.3135218,1929.810537,975.1906413,0,611.8764935,1474.596355,0,2726.507113,2122.40843,682.4735292,753.1803625,665.5726601,651.5585163,624.9523428,1239.711744,0,879.6121678,1318.058946,1396.662016,783.0320129,547.9735567
217,1530.16853,1047.148293,623.2105588,1352.658449,763.026401,1786.77932,1145.927344,1520.121695,2912.132106,2034.52233,842.0273492,842.0273492,2849.304023,1417.023945,1182.086981,1661.749241,1701.384628,1143.574189,1907.696137,903.8922099,0,650.1884906,1512.709844,0,2614.230951,2130.877852,669.8561443,752.9664408,637.2629643,647.5316775,608.0131563,1264.149926,0,886.5876222,1332.146442,1370.822554,759.7952404,526.6292382
218,1490.254639,1019.93023,626.3470985,1298.458461,734.844217,1744.947976,1146.070862,1569.203589,2628.547916,1984.661914,833.6828074,833.6828074,2582.490158,1422.653949,1196.448705,1599.353294,1871.425866,1217.868024,1944.984252,862.4180017,0,640.3784241,1504.009811,0,2711.159911,2115.201751,664.1153347,819.9477422,618.7482929,677.4115673,605.7388228,1304.389955,0,922.4368031,1342.145746,1343.812362,750.6557726,538.6245009
219,1523.974011,987.6094465,603.6294044,1307.91981,754.5285647,1589.931321,1170.165826,1594.383452,1716.3531,1978.569239,851.5332413,851.5332413,2483.559914,1489.372352,1052.87229,1588.988314,1876.118799,1147.249645,1944.697717,833.9197683,0,626.9859995,1558.686455,0,2885.791774,2113.120484,662.815933,852.8046771,621.0703963,689.9036237,599.8402386,1346.92962,0,953.1847489,1370.268083,1391.542714,761.9533,557.8729757
220,1613.79067,1045.470315,625.1947219,1326.195469,713.1968066,1416.591409,1174.538812,1587.881065,1257.042329,2005.691042,887.3794849,887.3794849,2470.642372,1499.725147,910.3843991,1603.428129,1809.360787,1130.864106,1912.954188,847.1419418,0,704.1155654,1615.075691,0,2736.887933,2146.087452,659.146049,799.7539958,628.9933861,703.1426458,614.807248,1330.086607,0,971.2217372,1418.39315,1352.694343,757.8150338,550.7305978
221,1681.152256,1009.490785,644.1217735,1459.587403,672.3606829,1405.364028,1191.403499,1594.243257,1230.156929,2070.165141,1046.531027,1046.531027,2404.080107,1653.31899,958.4761387,1589.018718,1784.595293,1148.938294,1845.14189,846.7918069,0,685.500688,1606.474209,0,2604.088153,2121.466502,650.8358391,745.2904064,624.1346684,729.1804386,642.6138264,1266.531081,0,1022.252991,2755.714322,1368.375963,735.5670753,546.8748576
222,1690.648746,1002.239196,597.9217306,1483.629314,667.846642,1453.53347,1318.348856,1657.281356,1253.265909,2075.418892,1114.555368,1114.555368,2370.734901,1616.471569,985.5487716,1643.12938,1900.001481,1117.106669,1842.437406,862.5201568,0,685.5014184,1616.415146,0,2559.181833,2128.758428,651.704298,734.6846751,620.5702597,796.7165632,629.0635832,1299.602305,0,1055.860618,4317.435117,1375.044801,727.0273992,577.198523
223,1610.349685,1012.275487,537.6804584,1519.872359,651.6574297,1490.493171,1446.790268,1656.142947,1273.392757,2029.347902,1052.403369,1052.403369,2353.722421,1445.336811,959.9370553,1664.482092,1889.25975,1109.709528,1864.244959,854.2936666,0,667.5899895,1680.199233,0,2576.133833,2132.529444,675.019154,736.4788598,638.2899872,765.6597573,630.5549647,1334.317363,0,1039.860602,4214.661383,1383.356002,744.6645387,601.3655112
224,1557.600968,1057.436599,523.2730107,1760.95321,637.3843403,1483.934707,1393.479307,1590.130347,1284.570851,2045.265592,985.86796,985.86796,2357.463935,1511.407849,940.9320463,1677.922759,2075.235742,1119.355078,1831.56399,836.7704441,0,623.5134641,1782.33436,0,2629.806643,2137.778615,683.4784364,748.2059516,644.2317619,674.7518295,586.6457264,1363.874104,0,1039.835968,3115.213582,1408.521658,744.1444688,595.7268071
225,1587.524714,987.6480691,524.3907252,1737.898076,615.8985078,1830.852238,1385.1375,1529.607485,1278.596147,1999.991731,975.9973244,975.9973244,2322.269947,1514.980623,967.8876805,1675.762143,2003.492711,1096.077006,1843.45761,840.125879,0,679.7533423,1724.387979,0,2715.692324,2120.571013,663.2304957,778.777556,635.5541423,668.5453346,557.2474755,1396.330995,0,1042.327034,2373.898312,1435.284945,724.1491002,587.4820667
226,1683.716026,852.9179124,531.4169504,1778.878792,616.3622567,2154.978425,1383.25823,1537.655865,1246.074617,1953.904303,946.3124893,946.3124893,2360.005558,1426.425604,961.9094096,1672.889296,2114.197971,1049.910756,1867.797312,799.2182184,0,647.1543189,1667.316841,0,2709.554084,2121.833331,676.037121,814.6901711,624.1723647,669.17911,563.3997403,1319.438593,0,1020.636096,2036.83207,1406.978286,726.7851578,594.0348246
227,1720.449512,885.2868291,555.3937836,1839.696427,631.9565775,2192.989748,1339.146738,1575.531304,1246.580564,1916.394261,941.2374131,941.2374131,2418.291965,1540.303417,985.0293686,1660.041593,2392.527421,1055.11388,1805.389099,760.9722208,0,622.3513016,1647.265145,0,2734.953506,2123.204584,686.5569291,891.5234527,638.4252087,653.4719564,567.8136921,1322.3446,0,918.6933113,1597.6927,1427.175246,705.4339782,611.3761623
228,1662.162155,976.7846224,557.396491,1704.770339,641.7310329,2062.23141,1334.962804,1610.874509,1198.727697,1930.277813,949.8918699,949.8918699,2430.839168,1536.765713,1012.88905,1625.740621,2500.361159,1088.129836,1771.680392,751.5885948,0,685.7856586,1609.981174,0,2783.372953,2125.61565,663.9526214,882.4602593,687.4246167,640.6366791,534.3914187,1352.251361,0,874.5940214,1318.459014,1388.225292,709.6438176,609.306502
229,1644.843385,922.9797008,569.0234977,1477.798211,641.322149,2015.335992,1342.220106,1683.112243,1196.730531,1950.173605,959.1742065,959.1742065,2373.186586,1579.905686,1114.507272,1564.87249,2335.908821,1147.115012,1728.352438,752.5546195,0,639.4991795,1604.883408,0,2731.499175,2106.640381,652.7896026,785.3207399,752.6148726,647.8715913,534.1269744,1322.629962,0,937.1311783,1272.652568,1387.318746,686.9842661,587.2266661
230,1664.01492,945.3303222,574.0771654,1526.429082,645.5948145,1965.405621,1317.204928,1631.282483,1224.871259,1965.916094,964.5644723,964.5644723,2231.598504,1688.004588,1036.586434,1572.035435,2521.588402,1191.138102,1607.58064,740.8118885,0,634.7608627,1650.187438,0,2902.542752,2096.421321,663.3846587,752.403857,749.4726283,671.471004,533.9500021,1287.249661,0,910.3487612,1250.894867,1383.088855,701.3739415,627.4973216
231,1603.283089,955.9747141,621.0089698,1591.60446,647.3472413,1923.599861,1270.184174,1555.378856,1156.634428,2017.566215,974.727466,974.727466,2076.414487,1507.715799,963.1347844,1544.070021,2353.60155,1194.846233,1479.970728,726.3575346,0,685.8626958,1616.371027,0,3057.266566,2118.191343,681.6141778,748.6803147,727.7067352,673.9715944,564.5824005,1237.813739,0,900.317775,1352.67107,1352.122166,698.306437,632.068013
232,1504.583485,930.5262421,685.8348676,1640.215153,549.2584314,2007.947182,1203.752166,1566.03479,1062.180405,2055.101963,966.8854841,966.8854841,2038.531142,1413.370722,999.5680126,1524.44279,2179.221086,1167.51954,1554.21783,720.7818644,0,645.40091,1664.421044,0,2968.290634,2118.869269,667.5164631,757.9579739,730.7685392,688.0891978,586.9742107,1214.409436,0,900.3919238,1469.785554,1398.126639,691.4418678,620.6574435
233,1495.965403,944.8936916,676.0280027,1560.103466,512.9792475,2022.29732,1195.946782,1679.794663,1111.887809,2121.751739,943.6981742,943.6981742,2009.427858,1406.479642,997.7524237,1504.663297,2260.101537,1141.652714,1506.290521,701.5732763,0,666.7435797,1690.074929,0,2738.660025,2104.510688,631.1435665,760.1122618,751.0372059,683.3145199,572.3357561,1236.24205,0,913.2321572,1558.146067,1428.797297,696.4938427,629.9527466
234,1542.237739,921.3681388,680.443748,1525.524235,508.9986047,1722.931793,1163.783328,1735.806221,1163.46236,2141.932681,935.0795205,935.0795205,2067.103271,1362.06552,1034.154992,1477.894087,2248.568048,1104.319094,1447.800829,676.1182338,0,693.3277376,1776.179208,0,2692.24975,2102.880834,606.8755932,747.3707051,751.4312176,661.1470581,555.597397,1236.407878,0,917.0714336,2950.199874,1437.649979,690.3311441,635.2348298
235,1560.121068,1006.142607,708.5581769,1679.997048,526.1273443,1619.288865,1115.728786,1832.720251,1095.236524,2108.865894,953.2658676,953.2658676,2068.145945,1319.485262,1040.032337,1459.824726,2353.065331,1123.111102,1603.894037,644.8417634,0,671.921428,1878.800879,0,2694.429033,2100.569624,586.3469172,726.1021949,743.5346984,670.843928,551.9767437,1186.84739,0,902.7452189,4521.368496,1514.456006,678.2811985,605.4479311
236,1603.592263,1001.447981,704.2648001,1858.335822,551.2836695,1513.639116,1155.29647,1718.805625,1193.112178,2068.822826,992.5039014,992.5039014,2195.984554,1355.883614,992.3029872,1460.203039,2586.006705,1110.435245,1660.513993,642.832102,0,684.2074067,1926.270252,0,2709.924314,2108.685323,574.4543746,749.6651494,737.0584885,641.0759453,575.477672,1200.632185,0,913.9355294,5542.109223,1573.645881,687.0709936,594.1099045
237,1606.356197,918.7443713,707.0222928,1844.120646,552.5169408,1497.055344,1132.50107,1592.889908,1156.211028,1933.680182,1063.603162,1063.603162,2293.134153,1383.322013,1071.26877,1409.78873,2914.797332,1113.111596,1671.067145,653.5594089,0,692.9508623,1894.656844,0,2622.443224,2104.251068,581.0239273,765.5239622,714.0554195,630.83624,576.1061465,1245.028239,0,968.1909923,5676.991651,1557.995277,679.5940177,590.2524508
238,1647.379434,861.9618397,727.70263,1794.668723,562.471818,1471.337217,1199.969259,1527.52058,1067.220071,1975.15571,1031.050965,1031.050965,2265.797769,1397.837834,1118.497392,1439.718992,3089.330179,1123.739212,1736.187311,647.4926546,0,703.9501953,1788.16497,0,2607.747,2108.59701,593.8621161,727.3630403,719.6298846,617.9577657,576.9185236,1240.707549,0,931.226556,5514.007006,1536.532256,669.7803043,553.284689
239,1644.769293,864.8734346,727.6760433,1623.984352,558.6693012,1328.74814,1208.793571,1467.762569,1090.11038,2052.192389,918.5673411,918.5673411,2185.8503,1381.194374,1161.760729,1498.733757,3267.626783,1193.695426,1788.085234,636.3959295,0,750.8297756,1669.194186,0,2829.34377,2139.206979,590.1777048,673.0396104,747.3662574,617.0897801,558.9828654,1249.790596,0,866.5686378,5061.983857,1533.553799,694.9556006,546.5435273
240,1682.948823,867.8228362,751.1021941,1620.784014,558.7592167,1255.167646,1159.393947,1527.975616,1109.306453,2055.128448,864.8423326,864.8423326,2154.669244,1361.78453,1191.804356,1573.774239,3161.911899,1179.208929,1689.839554,634.6891068,0,764.0009489,1623.941902,0,2960.096646,2095.239655,587.8716061,657.2356674,745.6219652,643.4562123,550.017777,1233.213515,0,841.8123968,4945.351717,1579.424126,683.4687178,566.5643369
241,1680.879871,886.2175382,732.4082488,1490.917043,552.1224229,1646.349201,1229.103974,1574.202433,1143.577644,1978.297128,836.9520019,836.9520019,2161.969774,1379.905627,1124.469582,1576.312789,3157.963273,1098.088376,1948.609597,652.9558309,0,791.0133081,1621.274567,0,3000.434166,2105.009147,578.9269517,656.4642981,756.2667516,647.9014838,575.3583554,1208.755549,0,860.7199329,4686.591103,1658.929761,663.2422235,537.2511111
242,1607.955227,930.154708,612.3465154,1413.08022,576.5781171,1986.166485,1196.777394,1624.724703,1141.67112,1947.632303,820.6736431,820.6736431,2175.230237,1373.719081,1121.426033,1585.206766,3166.040972,1079.699587,2037.04816,667.3247613,0,850.4380398,1672.605371,0,2935.509676,2103.352079,579.1736212,658.5058296,746.1717596,680.3188473,603.6938226,1204.755963,0,855.3751503,3721.888692,1703.227473,676.5469778,516.5462933
243,1593.640557,896.4918192,553.2919972,1365.47969,588.4116199,2130.361571,1178.195227,1612.323045,1150.03424,1995.916515,834.1560691,834.1560691,2187.483239,1356.850682,1092.465737,1550.046332,3420.719529,1128.101289,1942.813556,667.9183487,0,811.8455254,1631.590645,0,2792.583008,2127.184898,565.9355734,665.6662613,725.4380858,703.475429,566.0307043,1222.265246,0,870.5912523,3363.154188,1761.020941,671.9424564,526.2013168
244,1565.898511,853.534544,531.264817,1477.534497,666.761421,2107.651354,1158.712568,1684.556575,1101.497877,1999.775431,860.0544648,860.0544648,2241.934063,1341.336225,1066.494925,1577.472416,3487.006437,1163.285372,2044.237058,663.4297747,0,768.2881232,1615.327552,0,2794.973991,2120.545507,554.152778,661.4348334,722.4476157,719.0826174,556.7140156,1200.240753,0,851.7725575,3431.629568,1717.166693,674.5374152,532.4228532
245,1564.642821,851.330141,539.2585127,1394.548398,694.504233,1963.973845,1204.398319,1714.792969,1063.511665,1950.31018,861.2301533,861.2301533,2310.288036,1403.007705,1074.037253,1620.467915,3309.535479,1175.147228,2029.398534,672.4050669,0,756.2564706,1629.846529,0,2834.757931,2119.369528,550.4459951,643.0443958,742.0916337,718.8063398,606.7689615,1174.296269,0,841.2457455,3393.258507,1612.754354,672.485501,543.7480107
246,1558.064355,834.1141665,553.6072611,1389.721147,685.8305036,1782.191649,1251.958296,1624.721042,1057.031137,1962.791254,845.0556773,845.0556773,2352.57489,1381.713092,1073.809967,1664.205153,3309.417567,1176.97249,1928.366029,760.107847,0,720.7550054,1611.258873,0,2796.146533,2120.528752,547.9959254,667.4131473,735.2489527,748.4219944,571.8334469,1195.38754,0,816.2976036,3136.13595,1562.598602,684.7086882,538.2364442
247,1576.20531,834.0010633,613.8981582,1459.191813,657.0570144,1686.862825,1193.455564,1628.445263,1134.980889,1990.940933,850.8565707,850.8565707,2336.376779,1437.119713,1198.040214,1668.522635,3141.766304,1096.790752,1822.266748,807.0491913,0,697.5295883,1604.088745,0,2788.570645,2119.692147,542.4021712,739.5622657,719.6695842,716.0697283,519.7801955,1220.037155,0,835.0863419,3126.94626,1515.835284,677.7830052,533.5212058
248,1572.079063,908.8185366,663.1438094,1620.636605,628.8585384,1838.042673,1125.068862,1694.956636,1192.564039,1952.992112,860.0962594,860.0962594,2370.585161,1492.884621,1216.416381,1719.713152,3089.194854,1017.271089,1796.884313,778.7995452,0,740.3910357,1636.110987,0,2952.485162,2104.616084,538.8152805,676.7767354,748.0862329,681.0769503,490.4041536,1266.639205,0,818.8945858,3358.234189,1531.054539,685.6385499,545.1384408
249,1517.594982,890.2249581,645.5014407,1665.513446,622.470124,1976.496462,1139.338437,1766.31542,1152.360533,1942.519302,910.3647719,910.3647719,2332.922474,1545.841996,1186.702017,1733.660302,3276.645982,1024.881716,1745.290347,759.9869446,0,752.2212546,1681.77012,0,3041.782128,2110.377966,542.8243801,600.933774,767.4737889,652.5971891,456.7824372,1297.309079,0,825.3330768,3612.906205,1560.629283,691.8695937,526.1471805
250,1524.95033,913.9278608,662.3707203,1587.407506,632.3622397,1985.174089,1201.495246,1781.885233,1111.912098,1982.543282,967.5172585,967.5172585,2280.571421,1481.190743,1195.147491,1650.13201,3312.170879,1043.218051,1796.088525,785.2317443,0,771.2663565,1670.730145,0,2878.708472,2143.347519,543.1300645,608.9101598,729.4447375,588.9803629,444.4670175,1300.712457,0,816.0309848,3654.685228,1604.072659,687.6457133,526.8221496
251,1587.829696,910.9613769,685.815523,1497.027135,642.4119298,1957.042417,1249.810625,1827.327564,1023.072721,1993.857985,944.3467567,944.3467567,2305.034613,1394.1973,1171.456702,1638.979937,3085.995563,1139.034893,1793.656697,801.5655743,0,775.1665574,1656.396932,0,2866.324701,2131.307941,545.2274033,607.2311316,712.9490373,557.2903939,455.9928957,1330.300048,0,849.5266425,3553.088213,1662.13615,687.997363,551.4945504
252,1601.973848,903.2424789,703.1080613,1471.006684,649.2213945,1986.570788,1250.34371,1773.340154,1036.154738,2032.61508,894.4829031,894.4829031,2282.653096,1382.408943,1094.160781,1594.689945,3100.529327,1214.63052,1638.925202,807.5157819,0,751.4199689,1627.104006,0,2758.744562,2107.339192,539.3612414,585.3414399,676.1582594,547.0058155,478.7172102,1350.438518,0,896.8364988,3225.001696,1678.696805,696.7646212,659.1094027
253,1546.228807,932.7861139,686.4771502,1499.831865,650.6326933,1913.489205,1257.901747,1715.019935,1004.436031,2037.20371,882.7957497,882.7957497,2212.729456,1471.963259,1120.968838,1576.837131,3214.490387,1278.406364,1766.471457,769.9505197,0,731.1628037,1632.842272,0,2618.793389,2115.583832,546.8836999,769.1920824,664.7302153,546.6748264,477.1266224,1360.414201,0,884.4532493,3133.299923,1690.106978,683.6241817,640.4305342
254,1514.325381,922.3501055,682.1327881,1505.734723,660.4146141,1701.168917,1194.303288,1742.610189,964.1942383,2084.921694,883.4644707,883.4644707,2208.40255,1596.44348,1038.995949,1711.619412,3308.860228,1287.99133,1860.202922,768.4230348,0,661.325369,1752.243412,0,2550.09635,2125.904498,545.6187736,909.2138413,635.2020687,543.2883132,477.2845758,1385.866288,0,859.6232018,3455.223093,1629.009495,694.3693598,599.6147795
255,1468.855178,863.3953886,710.2308316,1551.776698,652.457468,1926.075857,1217.588945,1643.714297,1030.717725,2100.69887,885.8605368,885.8605368,2266.348303,1586.46332,978.8952186,1774.07243,3354.322286,1335.435638,1781.21393,781.9600297,0,598.040273,1841.587965,0,2726.093642,2139.410663,547.0283419,887.4195446,660.4061049,545.6541194,505.9511678,1436.499969,0,845.2149134,1654.574037,1604.460464,704.5600365,593.3751265
256,1448.32788,822.1616672,684.1881149,1503.200581,621.3377301,2144.830939,1172.776254,1690.143937,1061.052032,2044.870808,909.2538989,909.2538989,2299.384407,1588.240027,976.9859218,1713.257888,3260.190865,1357.72711,1479.439368,844.8785671,0,596.0984993,1746.166446,0,3056.747639,2113.919388,545.4687221,806.6795418,646.9565036,545.7786931,519.5013592,1410.919739,0,835.3541918,1099.306971,1625.914916,717.0658218,588.3420913
257,1443.019355,829.4298255,651.3409447,1449.324399,608.4413955,2185.815099,1135.424536,1723.665621,1058.602911,1973.177894,881.6371206,881.6371206,2245.420001,1565.071765,998.1344603,1662.872645,3594.41815,1347.218749,1432.926888,843.6910694,0,610.5093315,1744.841334,0,2913.989346,2121.477652,529.8123239,784.0889088,665.7052259,562.5281405,512.4502852,1358.261592,0,805.4628117,1160.144698,1700.263324,696.0397338,573.7059382
258,1480.897697,895.9003369,576.3323832,1473.151292,590.7648745,2089.153041,1103.108418,1662.371531,1114.391183,1980.719869,811.3491991,811.3491991,2192.872987,1675.737599,1054.683906,1645.563027,3155.993309,1375.338137,1356.613653,830.1719,0,599.3488531,1774.525752,0,2731.85026,2125.654952,529.7105,761.1343406,647.7299454,568.8926274,500.6608924,1331.412144,0,790.5904033,1260.715213,1732.95364,696.2908178,574.6252133
259,1444.813407,961.6894668,539.5306347,1419.36987,582.1017709,1928.612478,1064.883366,1599.226021,1120.941592,1972.120469,769.5856764,769.5856764,2205.721233,1656.849031,1010.393151,1651.391667,2138.16318,1385.144601,1282.897049,848.9659355,0,604.2727252,1724.45126,0,2665.620196,2109.742202,538.6977915,724.5437893,679.8682587,577.1414772,520.1878416,1340.49006,0,792.4851447,1278.165809,1792.283871,685.5823037,571.6096825
260,1435.162912,961.774226,526.250259,1430.684869,605.1649443,1941.837118,1109.960115,1589.537368,1034.719924,2003.259706,760.6756969,760.6756969,1998.896935,1530.545915,1029.685583,1585.254583,1675.880846,1391.606038,1298.704147,823.8524111,0,592.9276368,1656.579381,0,2693.03429,2124.234133,538.9166643,717.730685,666.9360136,562.6738425,522.345615,1386.147498,0,771.8795793,1345.262207,1788.820241,677.2049019,578.1692248
261,1432.146677,932.9834816,505.4377721,1482.262553,620.7859735,1988.401288,1069.450148,1594.595997,1057.05505,1969.490427,795.7906642,795.7906642,1806.573679,1517.946057,978.4866967,1515.614079,1643.010395,1372.652517,1432.697119,766.6412445,0,576.0025916,1587.253614,0,2832.042224,2119.354629,543.542914,726.1708514,697.8172383,554.6072528,543.7956076,1407.461879,0,755.8580566,1413.458231,1777.796828,720.1304222,580.8772698
262,1436.165208,929.2080631,526.0196397,1495.873661,641.0699582,1982.564693,1071.689373,1621.745705,1053.795378,1985.678029,802.554221,802.554221,1681.820654,1547.415222,950.5333605,1521.920201,1792.998259,1302.605501,1542.180485,729.9717793,0,579.0797234,1620.89859,0,2866.54512,2133.04815,536.2623302,750.7272978,689.5266367,550.8188591,523.1207583,1396.080134,0,751.6278925,1401.123689,1804.501049,711.5150642,582.8998976
263,1423.886876,951.2351711,494.3392815,1512.5208,642.0272319,1945.902757,1071.549226,1699.205448,1020.401318,2075.388458,817.8398529,817.8398529,1640.60438,1595.773076,978.2090058,1529.489486,1834.076338,1216.843642,1604.751687,734.8688063,0,585.2986816,1608.387354,0,2806.672996,2107.305931,530.3429842,747.3632549,759.596777,565.0974599,544.3947166,1349.427537,0,752.317583,1297.192627,1841.09605,735.2153808,583.0966612
264,1417.133646,948.2339026,499.1996916,1476.272935,653.968979,2005.211801,1114.65255,1819.096034,1093.047655,2111.477635,825.6320014,825.6320014,1815.396147,1589.180148,1018.403849,1553.812795,1801.606409,1232.294278,1685.523549,755.1687327,0,583.0506816,1597.206622,0,2685.732315,2109.452158,593.1826948,710.9019681,750.5242559,575.7652016,553.3436375,1394.618076,0,748.8615748,1326.206487,1822.562107,730.1301384,574.7369546
265,1444.939864,905.6750576,603.8899729,1561.356999,643.5351288,2109.602947,1165.20126,1807.318105,1064.137953,2167.417788,803.1216105,803.1216105,1929.681844,1667.499536,1000.929301,1529.060916,1876.063084,1183.200595,1641.809053,777.4898314,0,583.0662052,1611.663324,0,2680.133607,2109.917211,627.8913955,718.9616772,778.3238962,571.5814369,529.4754103,1411.013201,0,757.5992818,1274.016844,1727.796646,703.5276246,574.2271666
266,1493.464332,922.7089953,624.4306708,1482.333504,636.6006068,2092.460356,1185.686716,1694.658804,1084.517027,2204.606365,759.3548735,759.3548735,1849.195948,1641.508141,1035.916317,1560.270318,2126.253108,1111.283181,1687.669986,738.1772202,0,559.3756765,1623.27898,0,2718.228278,2123.348832,629.6595972,768.9125426,804.7075252,564.1721788,536.8227327,1434.029797,0,780.3601076,1151.857592,1669.420618,718.4439754,579.7507129
267,1494.188588,983.8158764,604.0066914,1411.586981,616.0716936,1818.311018,1242.163171,1632.542646,1078.796337,2133.878489,737.2108549,737.2108549,1860.77414,1729.988082,1122.21121,1562.306021,2312.166493,1203.42454,1844.70146,728.5885761,0,563.3378136,1671.843872,0,2813.756013,2095.889019,577.4025245,766.372722,783.6213018,552.4923317,565.1993107,1442.571788,0,786.8708126,1173.480298,1696.65183,715.1148835,582.354246
268,1486.584595,983.6723665,577.4256519,1431.825116,571.393194,1842.37567,1250.671804,1676.435367,1093.926789,2026.131081,755.1926517,755.1926517,1965.010447,1773.870084,1105.782078,1542.943145,2234.763201,1303.529229,1929.387104,749.879768,0,600.1276744,1692.986871,0,2729.141545,2121.180901,572.6884018,752.9446296,772.8414738,550.6690774,531.1873539,1451.284932,0,770.3648598,1212.004459,1675.936335,705.8229153,593.223891
269,1503.309809,1035.989275,580.7277668,1488.750792,523.7940513,1941.936049,1227.533097,1697.637232,1152.455027,1934.778873,800.5132223,800.5132223,1759.22462,1750.716505,1120.499891,1582.352529,2267.577065,1293.379012,1597.501102,735.8700047,0,628.2751418,1693.355841,0,2720.407829,2119.221395,572.9307309,703.2118993,772.1600738,599.8938279,553.5916094,1386.876299,0,774.9642781,1232.404923,1685.227952,718.1506953,598.4945426
270,1422.934161,1048.399897,562.6750556,1733.661476,495.0661934,2055.440306,1374.268938,1631.333869,1110.01337,2064.059166,839.0804085,839.0804085,1481.936745,1751.992796,1141.360624,1621.231,2374.782471,1246.762609,1336.428639,745.6382399,0,756.9080098,1734.72225,0,2716.519346,2101.307441,567.0069412,750.8145154,747.4611007,626.8726693,548.36481,1410.910877,0,745.4187128,1204.630729,1721.417666,728.603784,594.9251857
