,2760_Don_Giovanni_K_527_-_Overture.wav,2965_fantasie_in_c_major_d_934_a9b2ca46.wav,3016_nocturne_op_32_no_1_in_b_major.wav,3097_giovanni_battista_concerto.wav,"8_Piano_Pieces,_Op_76_4_Intermezzo.wav",Four_Seasons_Violin_Concerto_in.wav,J.S Bach - La passion Selon Saint Matthieu - 1st Partie - 1.wav,J.S Bach - La passion Selon Saint Matthieu - 1st Partie - 4.wav,J.S Bach - La passion Selon Saint Matthieu - 2nd Partie - 2.wav,PMLP245338-gabrielli_suite_m1.wav,Rossini - overture_to_william_tell (1).wav,Rossini - overture_to_william_tell.wav,"Sentimental waltz, no. 6 from Op. 51.wav",Swan Lake Op.20 - Act I Intro.wav,Swan Lake Op.20 - Act II Pt.1.wav,"Symphony_No_6_in_B_minor,_Op_74.wav","Trio for Piano, Flute and Bassoon.wav","What_shall_I_make_of_you,_Ephraim.wav",piano-concerto-no1-in-g-minor.wav,IA_AnotherRag.wav,IA_Bach.wav,IA_Beethoven.wav,IA_Breathless.wav,IA_Chopin.wav,IA_ComingHome.wav,IA_FromTheWillowsKeep.wav,IA_InventionNo1.wav,IA_InventionNo2.wav,IA_InventionNo3.wav,IA_Mahler.wav,IA_Mazurka.wav,IA_Messiaen.wav,IA_Mozart.wav,IA_MozartActI.wav,IA_MozartActII.wav,IA_Prescience.wav,IA_SonataI.wav,IA_SonataII.wav,IA_SpaceTime.wav,IA_Suite.wav,IA_\Vivaldi.wav
0,-590.8096924,-724.6242065,-598.7957153,-530.9188232,-652.1575928,-706.1790161,-585.7479248,-540.2865601,-570.0366211,-760.0940552,-761.0552368,-761.0552368,-485.5836487,-708.3824463,-581.0248413,-737.9388428,-655.0766602,-541.4875488,-575.5050659,-589.1185303,-510.3923035,-667.5968018,-741.3884888,-648.1878052,-715.5018311,-643.805542,-547.190918,-542.6010132,-540.3440552,-687.1738281,-557.2047729,-766.9663086,-510.3923035,-603.7063599,-596.7857666,-784.0861816,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
1,-546.5894775,-724.6242065,-598.7957153,-530.9188232,-652.1575928,-701.6020508,-585.7479248,-541.9003906,-570.0366211,-760.0940552,-762.6911011,-762.6911011,-383.3369446,-708.3824463,-572.315979,-737.9388428,-655.0766602,-537.1655273,-575.5050659,-589.1185303,-510.3923035,-667.5968018,-741.3884888,-648.1878052,-715.5018311,-190.2574615,-547.190918,-542.6010132,-540.3440552,-687.1738281,-557.2047729,-766.9663086,-510.3923035,-577.0476074,-596.7857666,-784.0861816,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
2,-520.7844849,-724.6242065,-598.7957153,-530.5126343,-652.1575928,-700.1565552,-585.7479248,-543.0895996,-569.8865356,-759.4840088,-763.0211792,-763.0211792,-325.7796021,-708.3824463,-562.8955078,-737.9388428,-655.0766602,-534.8668823,-575.5050659,-589.1185303,-510.3923035,-667.5968018,-675.7739868,-648.1878052,-645.2874146,-83.52105713,-547.190918,-542.6010132,-540.3440552,-687.1738281,-557.2047729,-766.9663086,-510.3923035,-574.012146,-596.7857666,-784.0861816,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
3,-520.5372925,-724.6242065,-598.7957153,-528.5546875,-652.1575928,-697.3998413,-585.7479248,-540.7694702,-569.9363403,-757.5336914,-762.1990967,-762.1990967,-322.0535278,-708.3824463,-572.098938,-737.9388428,-655.0766602,-536.7297974,-575.5050659,-589.1185303,-510.3923035,-667.5968018,-449.1626587,-648.1878052,-566.6130371,-85.78194427,-547.190918,-542.6010132,-540.3440552,-687.1738281,-557.2047729,-766.9663086,-510.3923035,-600.1201782,-596.7857666,-654.2593384,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
4,-510.8722839,-724.6242065,-598.7957153,-528.3245239,-652.1575928,-691.7623901,-585.4006958,-536.9502563,-570.0366211,-755.8508911,-761.5821533,-761.5821533,-327.9234009,-708.3824463,-577.4659424,-737.9388428,-655.0766602,-536.899353,-575.5050659,-589.1185303,-510.3923035,-667.5968018,-350.7984924,-648.1878052,-542.0012817,-147.9895782,-547.190918,-542.6010132,-540.3440552,-687.1738281,-557.2047729,-766.9663086,-510.3923035,-604.4291992,-596.7857666,-542.8843384,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
5,-505.6614075,-724.6242065,-598.7957153,-528.8783569,-652.0968628,-689.6928711,-585.0256958,-537.2288818,-569.4871216,-753.156311,-760.75177,-760.75177,-330.6468201,-708.3824463,-572.0199585,-737.9388428,-655.0766602,-536.5887451,-575.5050659,-589.1185303,-510.3923035,-667.5968018,-321.5227966,-648.1878052,-550.1182861,-179.7848358,-547.190918,-542.6010132,-540.3440552,-685.5144653,-557.2047729,-757.3623047,-510.3923035,-604.5154419,-596.7857666,-504.7927551,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
6,-500.7232666,-724.6242065,-598.7957153,-526.7271729,-651.8305054,-689.7632446,-584.949646,-537.9186401,-568.5592651,-749.6871338,-758.171814,-758.171814,-331.3181152,-708.3824463,-574.2545166,-737.9388428,-655.0766602,-537.9667358,-575.5050659,-589.1185303,-510.3923035,-667.5968018,-313.0611572,-648.1878052,-564.8146362,-179.113678,-547.190918,-542.6010132,-540.3440552,-671.1557007,-557.2047729,-700.8649292,-510.3923035,-604.5159302,-596.7857666,-499.5275879,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
7,-500.6715698,-723.9356079,-598.7957153,-526.475769,-651.383667,-684.9978638,-583.8726196,-536.7331543,-568.2913818,-747.7186279,-760.7043457,-760.7043457,-315.1543884,-708.3824463,-572.7346191,-737.9388428,-655.0766602,-538.0172729,-575.5050659,-589.1185303,-510.3923035,-666.1343384,-311.6047058,-648.1878052,-572.8522949,-176.9163971,-547.190918,-542.6010132,-540.3440552,-645.4470215,-557.2047729,-643.3334961,-510.3923035,-604.5169678,-596.7857666,-502.0623779,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
8,-512.0255127,-722.1871948,-598.7957153,-525.7805176,-649.7084351,-678.2327881,-582.612854,-536.9693604,-568.8279419,-747.1572876,-760.3545532,-760.3545532,-311.2033691,-708.3824463,-573.0612793,-737.9388428,-655.0766602,-539.6572876,-431.1858826,-589.1185303,-510.3923035,-662.4317017,-301.1691895,-648.1878052,-567.1970215,-179.4103241,-547.190918,-542.6010132,-540.3440552,-619.1286621,-557.2047729,-603.9714355,-510.3923035,-604.5163574,-596.7857666,-515.2915649,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
9,-514.4767456,-720.7166138,-598.7957153,-524.7141113,-647.2020264,-676.9034424,-581.5740356,-535.5072021,-567.2842407,-745.8095703,-759.7732544,-759.7732544,-315.390564,-708.3824463,-562.262085,-737.9388428,-655.0766602,-541.3737793,-214.7737579,-589.1185303,-510.3923035,-650.0232544,-280.09375,-648.1878052,-560.8216553,-183.5388489,-547.190918,-542.6010132,-540.3440552,-592.3469238,-557.2047729,-581.4644775,-510.3923035,-604.5162964,-596.7857666,-522.5533447,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
10,-516.8067627,-720.5531006,-598.7957153,-524.812561,-645.1491089,-672.4810791,-581.5135498,-535.4659424,-565.7700806,-743.4498901,-760.4683228,-760.4683228,-315.9428101,-708.3824463,-563.0864868,-737.9388428,-655.0766602,-541.4875488,-134.3714294,-589.1185303,-510.3923035,-633.8756104,-275.0045776,-648.1878052,-557.3606567,-185.838028,-547.190918,-542.6010132,-540.3440552,-574.4558716,-557.2047729,-568.1105957,-510.3923035,-604.5172729,-596.7857666,-532.2713623,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
11,-519.4215088,-719.6342773,-598.7957153,-523.7575684,-640.8635254,-671.6268921,-581.5296021,-535.2805176,-566.0686035,-741.3999023,-759.9474487,-759.9474487,-304.1892395,-708.3824463,-572.5318604,-737.9388428,-655.0766602,-541.4875488,-115.1600342,-589.1185303,-510.3923035,-617.0110474,-280.6559448,-648.1878052,-552.2807007,-189.1785889,-547.190918,-542.6010132,-540.3440552,-555.9940186,-557.2047729,-554.7155762,-510.3923035,-604.5172729,-596.7857666,-538.5881958,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
12,-518.0748901,-718.3151855,-598.7957153,-523.3866577,-636.3703003,-670.838501,-579.9244995,-533.2576904,-566.6871338,-739.1936646,-757.4699707,-757.4699707,-307.5914307,-708.3824463,-584.3782959,-737.9388428,-655.0766602,-541.4875488,-111.6604004,-589.1185303,-510.3923035,-602.4822388,-285.7715149,-648.1878052,-553.350647,-187.4960175,-547.190918,-542.6010132,-540.3440552,-543.6987915,-557.2047729,-541.230835,-510.3923035,-604.517395,-596.7857666,-540.6973877,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
13,-514.7662354,-717.8513794,-598.7957153,-522.659729,-630.3139038,-664.4713135,-579.4182129,-529.7453003,-566.2078247,-737.5462036,-756.2458496,-756.2458496,-295.9528503,-708.3824463,-579.2159424,-737.9388428,-655.0766602,-541.4875488,-116.2798767,-589.1185303,-510.3923035,-592.40802,-288.8146973,-648.1878052,-554.104187,-189.7275696,-547.190918,-542.6010132,-540.3440552,-538.2984009,-557.2047729,-532.4030762,-510.3923035,-604.5181885,-596.7857666,-547.5339966,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
14,-511.9755249,-716.9741821,-598.7957153,-522.2266235,-623.0117798,-667.1681519,-578.1945801,-530.2900391,-564.451416,-737.2633667,-758.378418,-758.378418,-271.0739746,-708.3824463,-564.0245361,-737.9388428,-655.0766602,-541.4875488,-120.6702881,-589.1185303,-510.3923035,-583.5234375,-288.2319336,-648.1878052,-550.5151367,-190.8872528,-547.190918,-542.6010132,-540.3440552,-535.0404663,-557.2047729,-522.211853,-510.3923035,-604.5179443,-596.7857666,-559.9768677,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
15,-508.6782532,-715.7353516,-598.7957153,-521.6747437,-610.8531494,-662.7271118,-578.230835,-528.5569458,-564.0175781,-735.7988892,-759.7097168,-759.7097168,-257.2545471,-708.3824463,-564.0896606,-737.6504517,-655.0766602,-541.4875488,-116.9419556,-589.1185303,-510.3923035,-575.4645996,-291.4037781,-648.1878052,-546.6494751,-194.9408417,-547.190918,-542.6010132,-540.3440552,-531.8389893,-557.2047729,-517.8846436,-510.3923035,-604.5181274,-595.0065918,-558.6105347,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
16,-507.8645935,-714.4261475,-598.7957153,-522.3504639,-598.8157959,-655.4022217,-576.1484985,-526.6952515,-563.9456177,-734.8405762,-759.4431763,-759.4431763,-264.3297424,-708.3824463,-579.8344727,-736.5131836,-655.0766602,-541.4875488,-110.4788742,-589.1185303,-510.3923035,-569.6087036,-297.9428406,-648.1878052,-539.6464233,-198.6930084,-547.190918,-542.6010132,-540.3440552,-530.2772217,-557.2047729,-515.6534424,-510.3923035,-604.5183105,-557.9591064,-563.2721558,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
17,-507.1978455,-710.7803955,-598.7957153,-522.2523193,-586.9492188,-651.7632446,-574.883606,-527.1738281,-562.7897339,-730.7109375,-762.0371094,-762.0371094,-274.710144,-708.3824463,-582.9000854,-736.3546753,-655.0766602,-541.4875488,-105.8347626,-589.1185303,-510.3923035,-563.8704224,-293.9562988,-648.1878052,-531.4361572,-199.0685577,-547.190918,-542.6010132,-540.3440552,-530.3980713,-557.2047729,-504.4511108,-510.3923035,-604.5183105,-549.1677246,-567.6993408,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
18,-494.3465576,-710.5913696,-598.7957153,-514.1392212,-567.8937378,-628.4978638,-574.7857056,-526.501709,-557.2451172,-727.2915649,-758.8187866,-758.8187866,-283.8118286,-708.3824463,-566.0391235,-736.8120117,-655.0766602,-541.4875488,-110.9564056,-589.1185303,-510.3923035,-561.3579102,-281.2148438,-648.1878052,-524.5935669,-198.3104706,-547.190918,-542.6010132,-540.3440552,-531.909668,-557.2047729,-492.6391907,-510.3923035,-604.5185547,-583.7340088,-567.7955322,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
19,-482.5386658,-711.9661865,-598.7957153,-518.0275879,-558.8256226,-620.5059814,-574.2177124,-517.2311401,-555.3045044,-725.6520996,-758.5296021,-758.5296021,-296.9949341,-708.3824463,-561.9640503,-736.4325562,-655.0766602,-541.4875488,-116.4590378,-589.1185303,-510.3923035,-558.3369141,-277.893158,-648.1878052,-515.8912354,-198.4262238,-547.190918,-542.6010132,-540.3440552,-533.401062,-557.2047729,-486.2445679,-510.3923035,-604.5178223,-592.7077637,-568.6326294,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-566.0369263
20,-483.3052673,-710.4986572,-598.7957153,-501.5901794,-557.2492676,-643.4596558,-572.9176636,-467.4213257,-552.9014893,-722.5643921,-762.0710449,-762.0710449,-294.1493835,-708.3824463,-558.6044312,-736.1516724,-655.0766602,-541.4875488,-98.07847595,-589.1185303,-510.3923035,-554.9373169,-283.5518494,-648.1878052,-511.2263794,-200.1254578,-547.190918,-542.6010132,-540.3440552,-529.0894775,-557.2047729,-481.5273132,-510.3923035,-604.5181274,-593.1721191,-570.0944824,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-564.4129639
21,-488.7210083,-707.3615723,-598.7957153,-493.3801575,-555.3345947,-644.3547363,-568.9737549,-428.1468506,-550.8479004,-723.9570313,-761.1066895,-761.1066895,-275.7473145,-708.3824463,-560.3077393,-735.9432373,-655.0766602,-541.4875488,-89.26504517,-589.1185303,-510.3923035,-552.3763428,-283.7922058,-648.1878052,-505.8793945,-200.9737549,-547.190918,-542.6010132,-540.3440552,-529.6056519,-557.2047729,-475.2999268,-510.3923035,-604.5186157,-593.1716919,-573.0441895,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-509.5791016
22,-494.0350037,-709.9597778,-598.7957153,-516.1137695,-559.8373413,-644.8718872,-563.3130493,-418.818512,-550.7271729,-721.5125122,-761.0390015,-761.0390015,-274.184845,-707.0390015,-575.0012207,-735.5305176,-655.0766602,-541.4875488,-101.2582779,-589.1185303,-510.3923035,-549.4911499,-289.8059998,-648.1878052,-501.3204956,-205.1934662,-547.190918,-542.6010132,-540.3440552,-529.9542236,-557.2047729,-473.0836487,-510.3923035,-604.5183105,-593.1724854,-577.7008057,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-440.1773376
23,-498.6852417,-705.1011963,-598.7957153,-518.1258545,-551.6437988,-644.4671631,-565.1265259,-410.3468628,-549.4842529,-716.5281982,-764.6053467,-764.6053467,-285.9480896,-702.1062622,-583.6044922,-735.4804688,-655.0766602,-541.4875488,-102.6101837,-589.1185303,-510.3923035,-544.65271,-294.6141663,-648.1878052,-492.1124268,-205.085907,-547.190918,-542.6010132,-540.3440552,-526.039856,-557.2047729,-473.2305908,-510.3923035,-604.5187988,-593.1468506,-577.805481,-582.6642456,-550.7299805,-721.7767944,-678.5968018,-387.0614624
24,-500.6218262,-690.0839844,-598.7957153,-517.5109863,-452.3525085,-633.0203857,-563.9935913,-403.3706665,-549.8314819,-715.696167,-762.6333008,-762.6333008,-305.1295471,-697.4721069,-579.1230469,-735.5134277,-655.0766602,-541.4875488,-97.17716217,-589.1185303,-510.3923035,-519.2907104,-294.3735962,-648.1878052,-485.3960876,-206.6958008,-547.190918,-542.6010132,-540.3440552,-525.3718262,-557.2047729,-472.2776489,-510.3923035,-604.5175781,-593.171875,-576.7573242,-582.6642456,-550.7299805,-721.7767944,-676.6938477,-350.2867126
25,-507.6727905,-678.3831177,-598.6442261,-517.2172852,-404.2383118,-630.7641602,-562.7571411,-392.088623,-546.1970215,-711.7132568,-758.1156616,-758.1156616,-314.2026062,-694.6060181,-570.3610229,-735.1158447,-655.0766602,-541.4875488,-100.3571243,-589.1185303,-510.3923035,-489.912384,-293.9468079,-648.1878052,-483.3403931,-206.0379333,-547.190918,-542.6010132,-540.3440552,-523.0040894,-557.2047729,-472.9000549,-510.3923035,-604.5186157,-593.1721191,-578.6690674,-582.6642456,-550.7299805,-721.7767944,-672.706543,-332.6489563
26,-513.6087646,-677.2640991,-598.4509888,-517.9072266,-409.5792847,-635.9848022,-559.4696655,-389.0943909,-544.9710693,-705.4117432,-759.3342896,-759.3342896,-317.434082,-687.3057251,-555.6014404,-734.9038696,-655.0766602,-541.4875488,-103.1197891,-589.1185303,-510.3923035,-482.6636353,-293.2652283,-648.1878052,-477.8942566,-208.8108368,-547.190918,-542.6010132,-540.3440552,-519.6851807,-557.2047729,-470.0405579,-510.3923035,-604.5179443,-593.1724854,-577.5791016,-582.6642456,-550.7299805,-721.7767944,-672.6168213,-333.5624084
27,-516.4880981,-677.340332,-598.4833374,-516.1658325,-431.9202271,-637.1514282,-559.2495117,-380.8225708,-543.4093018,-708.2317505,-760.196228,-760.196228,-318.4839172,-682.6383057,-560.989502,-735.5306396,-655.0766602,-541.4875488,-83.90550995,-589.1185303,-510.3923035,-478.4388733,-300.45401,-648.1878052,-475.3649597,-212.6472931,-547.190918,-542.6010132,-540.3440552,-523.2857056,-557.2047729,-468.1732178,-510.3923035,-604.5169678,-593.1721191,-579.7470093,-582.6642456,-540.3847046,-721.7767944,-672.7835083,-327.2965088
28,-519.7616577,-675.7199097,-598.5699463,-515.2626953,-443.4636536,-625.6182251,-560.230896,-370.3050537,-543.5697021,-711.7764893,-760.8639526,-760.8639526,-310.3685913,-684.4369507,-573.1574097,-735.5050049,-655.0766602,-541.4875488,-83.88396454,-589.0690308,-510.3923035,-477.1628418,-305.9355774,-648.1878052,-477.3377686,-214.5406189,-547.190918,-542.6010132,-517.4876709,-524.2142334,-557.2047729,-463.9584961,-510.3923035,-603.1569824,-569.2214355,-580.4521484,-582.6642456,-486.4136658,-721.7767944,-672.6184692,-323.9904785
29,-523.1630859,-674.5751343,-595.946106,-511.9364014,-456.1046753,-616.7632446,-557.9784546,-345.7044373,-541.4528809,-710.770752,-761.050354,-761.050354,-308.4178162,-675.3491821,-584.3424072,-735.0542603,-655.0766602,-541.4875488,-82.98111725,-576.142334,-510.3923035,-477.829895,-300.1212769,-648.1878052,-475.7775574,-215.9048462,-547.190918,-534.4005737,-448.2393188,-514.4090576,-540.9421997,-462.5858765,-510.3923035,-589.9656982,-544.9934082,-581.5275879,-572.6793823,-486.6923523,-721.7767944,-672.1870117,-315.2876892
30,-526.1890869,-672.2894287,-593.0565796,-490.733429,-470.7918091,-611.8616943,-550.2611084,-318.9670105,-540.9676514,-702.5568848,-763.1820679,-763.1820679,-299.0430298,-672.0194702,-587.1893921,-734.9094849,-655.0766602,-541.4875488,-88.85476685,-547.9694214,-510.3923035,-472.6706543,-299.2738647,-648.1878052,-471.677948,-217.0056915,-547.190918,-509.8328857,-378.0860596,-486.9592285,-525.972229,-461.5970459,-510.3923035,-585.8953857,-571.2059937,-573.4847412,-512.852417,-538.0211792,-721.7767944,-671.7429199,-312.4699097
31,-533.6075439,-670.6505737,-591.828064,-498.4461365,-485.3371582,-605.3548584,-551.4988403,-296.5101318,-537.8371582,-699.6514282,-763.7069092,-763.7069092,-300.4318237,-668.8027344,-585.8370972,-734.9671631,-655.0766602,-541.4875488,-99.61191559,-527.9644775,-510.3923035,-470.270874,-295.5040894,-648.1878052,-472.9378052,-217.546051,-527.9390259,-470.5332947,-363.3804932,-471.2732849,-534.3959351,-464.1888733,-510.3923035,-586.5732422,-590.052002,-551.6486206,-355.9109497,-546.7670898,-721.7767944,-670.5981445,-315.3852539
32,-538.4956665,-671.1462402,-592.3995361,-510.455719,-489.7699585,-602.4766235,-556.2086792,-272.5296936,-537.1237793,-702.3867188,-759.8492432,-759.8492432,-301.9733582,-662.7183228,-590.204834,-733.109436,-655.0766602,-541.4875488,-109.6721878,-524.1032715,-510.3923035,-469.2017517,-287.6882324,-648.1878052,-467.0670776,-221.5378418,-505.0901184,-467.9876404,-354.0884705,-468.3032837,-536.5118408,-462.5258179,-510.3923035,-586.3493042,-590.5618896,-543.0153198,-199.7678833,-546.7938843,-721.7767944,-619.4379883,-314.929718
33,-535.3309937,-659.8157959,-593.0559082,-509.2723694,-496.3566589,-605.7578125,-551.2723389,-249.1460266,-534.9714966,-693.4155273,-760.4865112,-760.4865112,-310.5154114,-659.7183838,-587.5958862,-733.2098389,-655.0766602,-541.4875488,-107.8207474,-415.8167725,-510.3923035,-465.1006775,-284.9724426,-648.1878052,-450.1712036,-224.1607819,-493.9178772,-440.7953491,-296.0915527,-468.2828064,-536.3301392,-459.7107239,-510.3923035,-585.5372925,-589.3391724,-549.194397,-149.9371338,-546.7943115,-527.2457275,-515.8865967,-308.8097839
34,-534.3480835,-646.0615234,-594.1652832,-503.8081665,-503.8230591,-601.2839966,-550.2449951,-232.8439941,-532.9284668,-683.5645752,-761.6895142,-761.6895142,-314.1987,-652.3569946,-579.4192505,-734.4998779,-655.0766602,-541.4875488,-102.5306396,-322.3729858,-510.3923035,-461.5219116,-286.0195923,-648.1878052,-446.6055908,-222.7536774,-497.9901733,-334.9978027,-262.7272949,-472.5345459,-535.2438965,-458.9083252,-510.3923035,-587.1030273,-588.7873535,-549.1015625,-152.6309357,-546.7938232,-445.4805298,-467.6748657,-300.5848083
35,-527.7318726,-640.677124,-594.0291748,-499.8610535,-514.3203735,-594.4987183,-551.2583008,-216.2489471,-532.3046875,-684.6779785,-762.2478638,-762.2478638,-318.2675171,-645.9954834,-576.6707153,-733.1959839,-655.0766602,-541.4875488,-110.636322,-297.9438782,-510.3923035,-457.9654846,-280.837616,-648.1878052,-446.3948059,-223.4051666,-482.2858276,-306.0128479,-274.3912964,-474.3562012,-533.430603,-457.8489075,-510.3923035,-587.1032104,-587.7061157,-545.2745361,-162.916748,-531.0692749,-480.8894958,-464.0866394,-298.1461487
36,-530.5693359,-641.6051636,-593.3709717,-505.4266968,-521.7866821,-597.2197266,-547.5144653,-206.1149597,-532.0762939,-690.737854,-759.1791382,-759.1791382,-317.6834106,-642.171875,-577.9244995,-732.3442383,-655.0766602,-541.4875488,-109.8933182,-314.6881714,-510.3923035,-452.6954651,-270.8875427,-648.1878052,-448.6843567,-223.855545,-379.8937073,-328.8148193,-288.0469971,-476.6416626,-486.4553528,-457.8516846,-510.3923035,-583.6314697,-587.3893433,-552.7160645,-171.9028015,-429.6084595,-675.2076416,-480.0020752,-295.0135498
37,-539.4453735,-635.0967407,-592.833252,-507.3741455,-524.4069214,-607.1825562,-543.4255371,-205.2515869,-529.0700073,-693.194458,-759.223938,-759.223938,-317.9508057,-621.8181152,-574.3023071,-732.2852173,-655.0766602,-541.4875488,-121.3848953,-330.1164551,-510.3923035,-451.7290039,-259.5770569,-648.1878052,-445.4397278,-227.4376678,-334.4188232,-343.1279602,-292.1873779,-475.9273376,-408.5856628,-456.0542603,-510.3923035,-573.7214966,-587.5563965,-559.2165527,-176.7299042,-378.4436035,-614.5963745,-493.9371338,-291.9838562
38,-538.5305176,-620.506958,-592.2785645,-506.7870178,-527.0443726,-606.7877808,-544.00354,-199.7835999,-524.8411865,-693.1170654,-761.8197021,-761.8197021,-322.9161072,-616.9483032,-567.3274536,-730.4562988,-655.0766602,-540.9382324,-126.2917328,-340.0037842,-510.3923035,-452.1764832,-250.0112915,-648.1878052,-441.6181335,-230.2934265,-333.4941101,-355.3275757,-303.0871582,-477.3326416,-393.3959045,-454.2462769,-510.3923035,-528.2701416,-586.6672974,-550.5769043,-183.0151215,-346.2000732,-509.664032,-499.7157593,-284.0340881
39,-541.3162231,-615.3271484,-591.8838501,-505.3214417,-526.9297485,-600.6624146,-538.2457275,-193.6229095,-520.9685059,-692.40625,-761.2053833,-761.2053833,-327.7726746,-628.1897583,-571.9134521,-731.1417236,-655.0766602,-540.8744507,-108.3535309,-350.4234314,-510.3923035,-451.5664063,-241.9511414,-648.1878052,-438.2875061,-231.8796234,-347.906189,-367.9935608,-315.5510254,-475.1375122,-415.592926,-451.1530151,-510.3923035,-502.2295837,-585.1552124,-473.9146729,-188.0191498,-337.6339111,-511.4983826,-507.2990417,-266.9484253
40,-541.8753662,-617.9422607,-589.9902954,-505.5488892,-527.5097046,-602.1868286,-534.9146118,-187.1164398,-516.9274902,-689.6784668,-759.1291504,-759.1291504,-327.4512024,-630.7849121,-566.2824097,-727.157959,-655.0766602,-540.9381714,-106.1110001,-356.6972046,-510.3923035,-446.620575,-243.9036255,-648.1878052,-434.526001,-231.8376617,-354.4798584,-379.9582825,-324.5766907,-472.4804077,-427.918457,-450.5823669,-510.3923035,-478.2513123,-586.7510376,-432.2906189,-193.1457062,-343.3269958,-626.6450806,-515.7885742,-252.878006
41,-538.5936279,-610.7964478,-589.8459473,-504.1073914,-526.6503906,-605.9833984,-536.6100464,-182.9864197,-519.574646,-685.3544922,-749.8520508,-749.8520508,-329.805481,-632.4827271,-570.852356,-724.6663818,-655.0766602,-540.9328003,-98.27819824,-362.1590881,-510.3923035,-435.9747314,-250.3280487,-648.1878052,-427.151062,-235.5503235,-357.4511108,-387.7503052,-330.272522,-470.9136047,-433.0098572,-450.4433289,-510.3923035,-447.8658142,-588.5809326,-429.2467346,-201.2055359,-346.6332703,-679.201355,-518.0003052,-241.7958527
42,-543.2529907,-602.1980591,-588.5761108,-494.2583008,-527.5463867,-598.8396606,-535.8156128,-184.1845856,-518.4689331,-674.071228,-699.6958008,-699.6958008,-320.4554443,-635.2163696,-582.1605835,-727.2044067,-654.074707,-540.874939,-99.02902985,-370.0489502,-510.3923035,-417.5496216,-262.7926331,-648.1878052,-419.6196899,-238.9052429,-359.4516602,-399.122406,-337.8748474,-468.5707092,-436.474762,-449.5652161,-510.3923035,-408.6054688,-588.9303589,-432.7680664,-208.6724548,-345.4569092,-531.6322632,-524.829895,-229.8598938
43,-543.5115967,-598.9429321,-585.9734497,-496.9446716,-530.1119385,-589.7078857,-526.4639282,-178.2106018,-518.0925903,-669.0145874,-651.2472534,-651.2472534,-297.9773865,-630.4013062,-578.5455933,-726.6924438,-645.8477173,-541.0025635,-113.2811279,-380.0456848,-510.3923035,-403.12854,-273.1074829,-648.1878052,-418.111145,-241.9796295,-372.2793579,-404.3938599,-341.9234924,-471.098053,-442.8862,-450.0714722,-510.3923035,-370.5384521,-588.5469971,-439.033905,-215.6115417,-347.9718323,-503.9177551,-526.8535156,-219.3954926
44,-537.0790405,-598.791748,-581.6193237,-500.4414368,-532.0706787,-588.7442627,-518.1167603,-164.4745483,-516.2485962,-668.6033936,-614.3796387,-614.3796387,-243.1867218,-624.2613525,-575.572998,-725.6656494,-640.7836304,-538.8703613,-123.860817,-384.4839172,-510.3923035,-396.6074829,-283.5858459,-648.1878052,-417.0890808,-243.0968628,-384.4196167,-413.2646179,-345.1154175,-472.6800842,-448.9545288,-449.5350037,-510.3923035,-339.9418335,-590.5408325,-449.4350586,-218.4888306,-350.0107727,-576.6535645,-531.6480713,-206.4766235
45,-539.9832764,-600.0067749,-577.2194214,-502.0570984,-527.0070801,-582.9403687,-499.8624268,-155.7118835,-508.2614746,-666.6287231,-604.0266113,-604.0266113,-204.5946198,-619.7054443,-586.1463013,-726.5110474,-595.9452515,-519.7938232,-122.0013809,-364.9208679,-510.3923035,-393.6309509,-292.0627441,-648.1878052,-418.4452209,-244.5335388,-389.0312195,-417.7571716,-353.976593,-473.7280884,-451.2514954,-453.0458069,-510.3923035,-323.0021057,-590.4954224,-450.0793762,-222.3537445,-348.9992065,-678.5944214,-535.1564941,-200.5140076
