,2760_Don_Giovanni_K_527_-_Overture.wav,2965_fantasie_in_c_major_d_934_a9b2ca46.wav,3016_nocturne_op_32_no_1_in_b_major.wav,3097_giovanni_battista_concerto.wav,"8_Piano_Pieces,_Op_76_4_Intermezzo.wav",Four_Seasons_Violin_Concerto_in.wav,J.S Bach - La passion Selon Saint Matthieu - 1st Partie - 1.wav,J.S Bach - La passion Selon Saint Matthieu - 1st Partie - 4.wav,J.S Bach - La passion Selon Saint Matthieu - 2nd Partie - 2.wav,PMLP245338-gabrielli_suite_m1.wav,Rossini - overture_to_william_tell (1).wav,Rossini - overture_to_william_tell.wav,"Sentimental waltz, no. 6 from Op. 51.wav",Swan Lake Op.20 - Act I Intro.wav,Swan Lake Op.20 - Act II Pt.1.wav,"Symphony_No_6_in_B_minor,_Op_74.wav","Trio for Piano, Flute and Bassoon.wav","What_shall_I_make_of_you,_Ephraim.wav",piano-concerto-no1-in-g-minor.wav
0,-590.8096924,-724.6242065,-598.7957153,-530.9188232,-652.1575928,-706.1790161,-585.7479248,-540.2865601,-570.0366211,-760.0940552,-761.0552368,-761.0552368,-485.5836487,-708.3824463,-581.0248413,-737.9388428,-655.0766602,-541.4875488,-575.5050659
1,-546.5894775,-724.6242065,-598.7957153,-530.9188232,-652.1575928,-701.6020508,-585.7479248,-541.9003906,-570.0366211,-760.0940552,-762.6911011,-762.6911011,-383.3369446,-708.3824463,-572.315979,-737.9388428,-655.0766602,-537.1655273,-575.5050659
2,-520.7844849,-724.6242065,-598.7957153,-530.5126343,-652.1575928,-700.1565552,-585.7479248,-543.0895996,-569.8865356,-759.4840088,-763.0211792,-763.0211792,-325.7796021,-708.3824463,-562.8955078,-737.9388428,-655.0766602,-534.8668823,-575.5050659
3,-520.5372925,-724.6242065,-598.7957153,-528.5546875,-652.1575928,-697.3998413,-585.7479248,-540.7694702,-569.9363403,-757.5336914,-762.1990967,-762.1990967,-322.0535278,-708.3824463,-572.098938,-737.9388428,-655.0766602,-536.7297974,-575.5050659
4,-510.8722839,-724.6242065,-598.7957153,-528.3245239,-652.1575928,-691.7623901,-585.4006958,-536.9502563,-570.0366211,-755.8508911,-761.5821533,-761.5821533,-327.9234009,-708.3824463,-577.4659424,-737.9388428,-655.0766602,-536.899353,-575.5050659
5,-505.6614075,-724.6242065,-598.7957153,-528.8783569,-652.0968628,-689.6928711,-585.0256958,-537.2288818,-569.4871216,-753.156311,-760.75177,-760.75177,-330.6468201,-708.3824463,-572.0199585,-737.9388428,-655.0766602,-536.5887451,-575.5050659
6,-500.7232666,-724.6242065,-598.7957153,-526.7271729,-651.8305054,-689.7632446,-584.949646,-537.9186401,-568.5592651,-749.6871338,-758.171814,-758.171814,-331.3181152,-708.3824463,-574.2545166,-737.9388428,-655.0766602,-537.9667358,-575.5050659
7,-500.6715698,-723.9356079,-598.7957153,-526.475769,-651.383667,-684.9978638,-583.8726196,-536.7331543,-568.2913818,-747.7186279,-760.7043457,-760.7043457,-315.1543884,-708.3824463,-572.7346191,-737.9388428,-655.0766602,-538.0172729,-575.5050659
8,-512.0255127,-722.1871948,-598.7957153,-525.7805176,-649.7084351,-678.2327881,-582.612854,-536.9693604,-568.8279419,-747.1572876,-760.3545532,-760.3545532,-311.2033691,-708.3824463,-573.0612793,-737.9388428,-655.0766602,-539.6572876,-431.1858826
9,-514.4767456,-720.7166138,-598.7957153,-524.7141113,-647.2020264,-676.9034424,-581.5740356,-535.5072021,-567.2842407,-745.8095703,-759.7732544,-759.7732544,-315.390564,-708.3824463,-562.262085,-737.9388428,-655.0766602,-541.3737793,-214.7737579
10,-516.8067627,-720.5531006,-598.7957153,-524.812561,-645.1491089,-672.4810791,-581.5135498,-535.4659424,-565.7700806,-743.4498901,-760.4683228,-760.4683228,-315.9428101,-708.3824463,-563.0864868,-737.9388428,-655.0766602,-541.4875488,-134.3714294
11,-519.4215088,-719.6342773,-598.7957153,-523.7575684,-640.8635254,-671.6268921,-581.5296021,-535.2805176,-566.0686035,-741.3999023,-759.9474487,-759.9474487,-304.1892395,-708.3824463,-572.5318604,-737.9388428,-655.0766602,-541.4875488,-115.1600342
12,-518.0748901,-718.3151855,-598.7957153,-523.3866577,-636.3703003,-670.838501,-579.9244995,-533.2576904,-566.6871338,-739.1936646,-757.4699707,-757.4699707,-307.5914307,-708.3824463,-584.3782959,-737.9388428,-655.0766602,-541.4875488,-111.6604004
13,-514.7662354,-717.8513794,-598.7957153,-522.659729,-630.3139038,-664.4713135,-579.4182129,-529.7453003,-566.2078247,-737.5462036,-756.2458496,-756.2458496,-295.9528503,-708.3824463,-579.2159424,-737.9388428,-655.0766602,-541.4875488,-116.2798767
14,-511.9755249,-716.9741821,-598.7957153,-522.2266235,-623.0117798,-667.1681519,-578.1945801,-530.2900391,-564.451416,-737.2633667,-758.378418,-758.378418,-271.0739746,-708.3824463,-564.0245361,-737.9388428,-655.0766602,-541.4875488,-120.6702881
15,-508.6782532,-715.7353516,-598.7957153,-521.6747437,-610.8531494,-662.7271118,-578.230835,-528.5569458,-564.0175781,-735.7988892,-759.7097168,-759.7097168,-257.2545471,-708.3824463,-564.0896606,-737.6504517,-655.0766602,-541.4875488,-116.9419556
16,-507.8645935,-714.4261475,-598.7957153,-522.3504639,-598.8157959,-655.4022217,-576.1484985,-526.6952515,-563.9456177,-734.8405762,-759.4431763,-759.4431763,-264.3297424,-708.3824463,-579.8344727,-736.5131836,-655.0766602,-541.4875488,-110.4788742
17,-507.1978455,-710.7803955,-598.7957153,-522.2523193,-586.9492188,-651.7632446,-574.883606,-527.1738281,-562.7897339,-730.7109375,-762.0371094,-762.0371094,-274.710144,-708.3824463,-582.9000854,-736.3546753,-655.0766602,-541.4875488,-105.8347626
18,-494.3465576,-710.5913696,-598.7957153,-514.1392212,-567.8937378,-628.4978638,-574.7857056,-526.501709,-557.2451172,-727.2915649,-758.8187866,-758.8187866,-283.8118286,-708.3824463,-566.0391235,-736.8120117,-655.0766602,-541.4875488,-110.9564056
19,-482.5386658,-711.9661865,-598.7957153,-518.0275879,-558.8256226,-620.5059814,-574.2177124,-517.2311401,-555.3045044,-725.6520996,-758.5296021,-758.5296021,-296.9949341,-708.3824463,-561.9640503,-736.4325562,-655.0766602,-541.4875488,-116.4590378
20,-483.3052673,-710.4986572,-598.7957153,-501.5901794,-557.2492676,-643.4596558,-572.9176636,-467.4213257,-552.9014893,-722.5643921,-762.0710449,-762.0710449,-294.1493835,-708.3824463,-558.6044312,-736.1516724,-655.0766602,-541.4875488,-98.07847595
21,-488.7210083,-707.3615723,-598.7957153,-493.3801575,-555.3345947,-644.3547363,-568.9737549,-428.1468506,-550.8479004,-723.9570313,-761.1066895,-761.1066895,-275.7473145,-708.3824463,-560.3077393,-735.9432373,-655.0766602,-541.4875488,-89.26504517
22,-494.0350037,-709.9597778,-598.7957153,-516.1137695,-559.8373413,-644.8718872,-563.3130493,-418.818512,-550.7271729,-721.5125122,-761.0390015,-761.0390015,-274.184845,-707.0390015,-575.0012207,-735.5305176,-655.0766602,-541.4875488,-101.2582779
23,-498.6852417,-705.1011963,-598.7957153,-518.1258545,-551.6437988,-644.4671631,-565.1265259,-410.3468628,-549.4842529,-716.5281982,-764.6053467,-764.6053467,-285.9480896,-702.1062622,-583.6044922,-735.4804688,-655.0766602,-541.4875488,-102.6101837
24,-500.6218262,-690.0839844,-598.7957153,-517.5109863,-452.3525085,-633.0203857,-563.9935913,-403.3706665,-549.8314819,-715.696167,-762.6333008,-762.6333008,-305.1295471,-697.4721069,-579.1230469,-735.5134277,-655.0766602,-541.4875488,-97.17716217
25,-507.6727905,-678.3831177,-598.6442261,-517.2172852,-404.2383118,-630.7641602,-562.7571411,-392.088623,-546.1970215,-711.7132568,-758.1156616,-758.1156616,-314.2026062,-694.6060181,-570.3610229,-735.1158447,-655.0766602,-541.4875488,-100.3571243
26,-513.6087646,-677.2640991,-598.4509888,-517.9072266,-409.5792847,-635.9848022,-559.4696655,-389.0943909,-544.9710693,-705.4117432,-759.3342896,-759.3342896,-317.434082,-687.3057251,-555.6014404,-734.9038696,-655.0766602,-541.4875488,-103.1197891
27,-516.4880981,-677.340332,-598.4833374,-516.1658325,-431.9202271,-637.1514282,-559.2495117,-380.8225708,-543.4093018,-708.2317505,-760.196228,-760.196228,-318.4839172,-682.6383057,-560.989502,-735.5306396,-655.0766602,-541.4875488,-83.90550995
28,-519.7616577,-675.7199097,-598.5699463,-515.2626953,-443.4636536,-625.6182251,-560.230896,-370.3050537,-543.5697021,-711.7764893,-760.8639526,-760.8639526,-310.3685913,-684.4369507,-573.1574097,-735.5050049,-655.0766602,-541.4875488,-83.88396454
29,-523.1630859,-674.5751343,-595.946106,-511.9364014,-456.1046753,-616.7632446,-557.9784546,-345.7044373,-541.4528809,-710.770752,-761.050354,-761.050354,-308.4178162,-675.3491821,-584.3424072,-735.0542603,-655.0766602,-541.4875488,-82.98111725
30,-526.1890869,-672.2894287,-593.0565796,-490.733429,-470.7918091,-611.8616943,-550.2611084,-318.9670105,-540.9676514,-702.5568848,-763.1820679,-763.1820679,-299.0430298,-672.0194702,-587.1893921,-734.9094849,-655.0766602,-541.4875488,-88.85476685
31,-533.6075439,-670.6505737,-591.828064,-498.4461365,-485.3371582,-605.3548584,-551.4988403,-296.5101318,-537.8371582,-699.6514282,-763.7069092,-763.7069092,-300.4318237,-668.8027344,-585.8370972,-734.9671631,-655.0766602,-541.4875488,-99.61191559
32,-538.4956665,-671.1462402,-592.3995361,-510.455719,-489.7699585,-602.4766235,-556.2086792,-272.5296936,-537.1237793,-702.3867188,-759.8492432,-759.8492432,-301.9733582,-662.7183228,-590.204834,-733.109436,-655.0766602,-541.4875488,-109.6721878
33,-535.3309937,-659.8157959,-593.0559082,-509.2723694,-496.3566589,-605.7578125,-551.2723389,-249.1460266,-534.9714966,-693.4155273,-760.4865112,-760.4865112,-310.5154114,-659.7183838,-587.5958862,-733.2098389,-655.0766602,-541.4875488,-107.8207474
34,-534.3480835,-646.0615234,-594.1652832,-503.8081665,-503.8230591,-601.2839966,-550.2449951,-232.8439941,-532.9284668,-683.5645752,-761.6895142,-761.6895142,-314.1987,-652.3569946,-579.4192505,-734.4998779,-655.0766602,-541.4875488,-102.5306396
35,-527.7318726,-640.677124,-594.0291748,-499.8610535,-514.3203735,-594.4987183,-551.2583008,-216.2489471,-532.3046875,-684.6779785,-762.2478638,-762.2478638,-318.2675171,-645.9954834,-576.6707153,-733.1959839,-655.0766602,-541.4875488,-110.636322
36,-530.5693359,-641.6051636,-593.3709717,-505.4266968,-521.7866821,-597.2197266,-547.5144653,-206.1149597,-532.0762939,-690.737854,-759.1791382,-759.1791382,-317.6834106,-642.171875,-577.9244995,-732.3442383,-655.0766602,-541.4875488,-109.8933182
37,-539.4453735,-635.0967407,-592.833252,-507.3741455,-524.4069214,-607.1825562,-543.4255371,-205.2515869,-529.0700073,-693.194458,-759.223938,-759.223938,-317.9508057,-621.8181152,-574.3023071,-732.2852173,-655.0766602,-541.4875488,-121.3848953
38,-538.5305176,-620.506958,-592.2785645,-506.7870178,-527.0443726,-606.7877808,-544.00354,-199.7835999,-524.8411865,-693.1170654,-761.8197021,-761.8197021,-322.9161072,-616.9483032,-567.3274536,-730.4562988,-655.0766602,-540.9382324,-126.2917328
39,-541.3162231,-615.3271484,-591.8838501,-505.3214417,-526.9297485,-600.6624146,-538.2457275,-193.6229095,-520.9685059,-692.40625,-761.2053833,-761.2053833,-327.7726746,-628.1897583,-571.9134521,-731.1417236,-655.0766602,-540.8744507,-108.3535309
40,-541.8753662,-617.9422607,-589.9902954,-505.5488892,-527.5097046,-602.1868286,-534.9146118,-187.1164398,-516.9274902,-689.6784668,-759.1291504,-759.1291504,-327.4512024,-630.7849121,-566.2824097,-727.157959,-655.0766602,-540.9381714,-106.1110001
41,-538.5936279,-610.7964478,-589.8459473,-504.1073914,-526.6503906,-605.9833984,-536.6100464,-182.9864197,-519.574646,-685.3544922,-749.8520508,-749.8520508,-329.805481,-632.4827271,-570.852356,-724.6663818,-655.0766602,-540.9328003,-98.27819824
42,-543.2529907,-602.1980591,-588.5761108,-494.2583008,-527.5463867,-598.8396606,-535.8156128,-184.1845856,-518.4689331,-674.071228,-699.6958008,-699.6958008,-320.4554443,-635.2163696,-582.1605835,-727.2044067,-654.074707,-540.874939,-99.02902985
43,-543.5115967,-598.9429321,-585.9734497,-496.9446716,-530.1119385,-589.7078857,-526.4639282,-178.2106018,-518.0925903,-669.0145874,-651.2472534,-651.2472534,-297.9773865,-630.4013062,-578.5455933,-726.6924438,-645.8477173,-541.0025635,-113.2811279
44,-537.0790405,-598.791748,-581.6193237,-500.4414368,-532.0706787,-588.7442627,-518.1167603,-164.4745483,-516.2485962,-668.6033936,-614.3796387,-614.3796387,-243.1867218,-624.2613525,-575.572998,-725.6656494,-640.7836304,-538.8703613,-123.860817
45,-539.9832764,-600.0067749,-577.2194214,-502.0570984,-527.0070801,-582.9403687,-499.8624268,-155.7118835,-508.2614746,-666.6287231,-604.0266113,-604.0266113,-204.5946198,-619.7054443,-586.1463013,-726.5110474,-595.9452515,-519.7938232,-122.0013809
46,-547.350769,-596.8652954,-572.8317871,-501.4645996,-485.6081543,-578.430603,-479.4235535,-152.9955597,-505.4591064,-678.5061646,-603.0112915,-603.0112915,-228.2345428,-616.1002808,-589.2380371,-724.4755249,-519.9713745,-447.5953979,-122.6734467
47,-547.3742065,-582.5352783,-569.4138794,-502.4283752,-447.6183472,-567.2521362,-466.5790405,-149.1936798,-500.608551,-684.3052368,-600.628479,-600.628479,-244.8843842,-619.5316772,-576.9019165,-723.3056641,-470.0289001,-386.9657288,-106.1672668
48,-546.8377075,-565.1535645,-567.1866455,-468.6579285,-452.2187805,-561.1160889,-452.6135864,-140.8034668,-493.3657227,-686.8486328,-600.8191528,-600.8191528,-256.329834,-617.7089233,-565.635437,-723.6782837,-445.6673279,-363.7280579,-105.5517197
49,-544.706543,-557.4356689,-567.1001587,-375.2380981,-469.3788147,-563.359375,-443.2253418,-135.499649,-490.5620422,-667.5373535,-605.4046021,-605.4046021,-268.5670166,-610.5234985,-557.2137451,-724.4105225,-440.9761353,-359.8015137,-110.6832733
50,-547.2088013,-551.3205566,-552.3052979,-319.7038879,-473.3913269,-569.7514648,-407.7929382,-137.0849304,-477.2425232,-611.786438,-607.117981,-607.117981,-273.6774292,-603.8713379,-550.543457,-724.1744995,-442.3413696,-354.5982056,-109.6462708
51,-540.4235229,-555.1674805,-437.3475342,-259.190979,-482.8446045,-569.8433228,-357.3577881,-135.7126007,-399.8222656,-585.8389893,-606.7789307,-606.7789307,-272.2013245,-604.1497192,-544.461792,-724.2280273,-440.118103,-347.2214355,-88.22766113
52,-529.480835,-563.2693481,-393.1183472,-191.3578339,-489.3833923,-565.4158936,-332.3650513,-125.335022,-330.23703,-575.5230713,-608.675415,-608.675415,-272.3208618,-606.62854,-521.0641479,-726.3352051,-431.5943298,-353.4994507,-85.99647522
53,-525.0600586,-556.180542,-396.2033386,-164.1085052,-495.1321716,-572.7324219,-318.236969,-122.3587952,-301.6054077,-563.0283203,-607.5811768,-607.5811768,-274.6388855,-599.4842529,-475.9914551,-727.4629517,-424.4813538,-360.1653748,-88.4460907
54,-472.6031494,-551.4741821,-404.1691284,-152.5972137,-501.3008118,-575.6509399,-305.702179,-124.8001251,-302.0295715,-545.6224976,-610.0539551,-610.0539551,-268.714325,-578.1566162,-424.928009,-727.1481323,-419.6355286,-368.251709,-97.35650635
55,-438.6699829,-554.4318237,-406.9923401,-149.2551422,-508.763916,-572.5131226,-299.7919922,-127.2696152,-289.804657,-532.0310059,-609.3733521,-609.3733521,-265.0364075,-566.0522461,-397.0455322,-724.1113281,-425.4818115,-374.5844727,-118.9028397
56,-435.7791443,-554.2318726,-406.6976013,-149.2603455,-510.302002,-571.3032227,-297.9847412,-124.2530212,-331.909668,-523.8612671,-608.618042,-608.618042,-260.745697,-567.1593628,-390.778656,-723.2459717,-435.1413574,-382.0731201,-132.6936493
57,-428.1068115,-556.1325073,-412.0931091,-152.2527618,-511.0974426,-547.409729,-295.97052,-129.1695709,-444.5609131,-523.4501343,-607.9237671,-607.9237671,-265.1417847,-558.4988403,-387.2962036,-725.4912109,-442.1018066,-394.4360657,-135.1560364
58,-400.9104614,-558.3291626,-418.1246948,-157.4592896,-513.3225708,-490.996582,-292.2368774,-128.0850677,-437.4187317,-522.0019531,-605.7330322,-605.7330322,-264.4429626,-555.1608276,-380.9931335,-725.4121094,-447.0313416,-404.9914246,-138.9998932
59,-373.5840454,-552.0131836,-423.2928772,-167.8963165,-503.9403687,-442.3674927,-292.6990967,-128.7774811,-427.5879822,-520.2260742,-606.5599365,-606.5599365,-264.0698853,-550.3911743,-371.8227539,-714.2381592,-448.32547,-405.2210388,-151.2576599
60,-345.3432312,-543.6541138,-421.8983765,-171.0481262,-487.0431213,-378.870697,-283.6789551,-125.4764938,-425.0036316,-521.9147339,-606.5485229,-606.5485229,-279.525177,-538.6328125,-364.4710388,-695.2245483,-453.9740295,-414.737854,-130.9198608
61,-321.5237732,-547.6485596,-425.9696045,-173.8086853,-486.0183716,-325.6435852,-272.5186157,-118.821167,-423.4712524,-517.8916626,-605.3438721,-605.3438721,-284.2902527,-527.1603394,-364.3724976,-691.9803467,-457.7571716,-426.6245728,-119.0730209
62,-291.1297302,-549.3895874,-430.1076965,-174.1630707,-492.4847107,-303.091217,-262.1178894,-120.1703415,-421.5911255,-517.637207,-601.3275146,-601.3275146,-286.1316528,-523.428894,-364.1453247,-679.7476196,-459.4015503,-433.4371948,-105.6890488
63,-258.9104004,-551.7860107,-430.6705017,-164.7397766,-498.6677246,-301.8334656,-256.769989,-120.4897995,-415.0103455,-513.5415649,-599.1997681,-599.1997681,-289.9683228,-531.8842163,-357.8877563,-675.3659668,-464.1755066,-433.6963196,-76.51612854
64,-238.6624908,-553.8740845,-432.9854126,-160.4772491,-499.1134949,-313.336731,-255.355423,-130.7577515,-395.3176575,-512.1495972,-598.2866211,-598.2866211,-289.6066589,-529.6030884,-356.8695068,-689.1482544,-471.6838074,-430.1076965,-79.53807831
65,-226.682724,-549.0848999,-433.4856262,-153.4686737,-499.9186707,-329.8714905,-255.6855621,-135.8437958,-387.2641296,-522.4994507,-594.3149414,-594.3149414,-287.9720764,-521.7875977,-358.7735291,-699.7281494,-470.6322021,-380.671875,-68.59835815
66,-214.6372375,-547.8754883,-436.9368286,-136.7382965,-505.4431458,-348.1837463,-260.0647278,-124.5473175,-384.5411072,-531.7756348,-591.9542847,-591.9542847,-283.7493286,-508.8682861,-363.6522217,-702.5467529,-461.737793,-337.8532715,-88.43215942
67,-200.5392609,-543.2763672,-439.3544312,-130.4257813,-507.5015564,-369.2569885,-259.6164551,-114.8692093,-375.160614,-532.5014648,-588.3481445,-588.3481445,-284.1618958,-511.1648254,-365.6768799,-697.2333984,-411.0491333,-321.1173706,-109.7416763
68,-189.8641052,-537.7023315,-440.7473755,-133.9865112,-501.9522705,-388.6639404,-257.2766724,-123.2412567,-370.013031,-527.2473755,-585.6585693,-585.6585693,-290.6720581,-515.6890259,-363.8605957,-647.50354,-342.7399902,-322.6148376,-121.8745804
69,-185.9215698,-534.8604736,-443.5186462,-148.7233582,-496.9649353,-400.5883179,-256.5670471,-131.252121,-366.848877,-513.6488037,-584.2127075,-584.2127075,-295.6067505,-512.9417114,-354.099762,-581.7648315,-309.1893921,-331.9287415,-133.5937805
70,-177.8381042,-541.4382324,-444.494812,-151.6528473,-490.4353943,-407.8456726,-266.1560059,-129.997467,-367.8025208,-503.2813416,-584.0898438,-584.0898438,-303.5141907,-515.5407104,-349.9945984,-551.8825684,-303.7095947,-340.7998352,-140.2112427
71,-163.8658447,-542.371521,-442.0716858,-154.3459473,-457.7419739,-423.9138184,-265.2858276,-134.1979523,-367.9542236,-500.9761658,-585.3042603,-585.3042603,-309.0734253,-515.6952515,-354.6183472,-532.3013306,-302.1113281,-329.0235596,-148.5072174
72,-157.2719421,-534.3456421,-444.7626038,-166.3586731,-440.7730103,-434.9333801,-262.0431519,-145.0442657,-359.0939636,-504.4917603,-584.6564941,-584.6564941,-313.0990601,-505.3465881,-362.1768188,-505.5562134,-298.8371582,-307.5789795,-159.2331238
73,-156.1860504,-538.0333252,-447.1007996,-174.3653107,-445.163147,-440.1399841,-263.0018921,-146.7745209,-357.9549255,-507.0076904,-582.5337524,-582.5337524,-305.2660217,-505.7160034,-362.5789185,-494.7414246,-297.7883606,-288.5836182,-159.5195313
74,-157.2854004,-540.2262573,-449.5610962,-175.2093811,-451.8568115,-444.1069031,-264.5995483,-142.6240082,-356.8797302,-505.4315796,-581.5507202,-581.5507202,-296.1759644,-512.7150879,-366.0667725,-495.7370911,-298.0040283,-280.0549316,-105.1532364
75,-154.8096161,-542.6072388,-453.8805542,-159.0879974,-462.6619873,-432.3404541,-260.6913147,-145.9125061,-355.2490845,-506.3251343,-579.637207,-579.637207,-296.0807495,-506.8596191,-375.3162842,-495.6320496,-299.9859619,-284.5814209,-96.50775146
76,-151.2527161,-539.9137573,-454.5403442,-140.6504059,-465.6815186,-372.5749207,-257.1512756,-148.6576691,-348.5568542,-496.5188599,-577.2558594,-577.2558594,-294.8960266,-493.0744324,-378.3392944,-489.2113647,-307.0700684,-288.5402527,-90.287323
77,-152.9644928,-536.3181152,-455.0457458,-135.4669495,-466.8313293,-303.7617188,-251.5913239,-142.9091034,-344.4370422,-492.8261414,-576.6296387,-576.6296387,-295.1402588,-491.7986755,-376.1467896,-477.857605,-305.1257324,-290.3341064,-77.14458466
78,-149.5516357,-535.1559448,-455.9582825,-133.2859039,-468.5213013,-253.9780884,-243.9384613,-137.9381256,-328.3291626,-496.3422546,-577.713501,-577.713501,-287.9465332,-492.8308105,-378.9004822,-466.1940613,-301.1556091,-286.1076965,-77.31680298
79,-149.8475037,-536.8533325,-456.7196655,-147.937851,-472.3506775,-236.3205872,-250.3045807,-141.8478699,-333.9637451,-507.4656677,-576.7920532,-576.7920532,-277.8538513,-501.8782349,-366.2643127,-452.462738,-298.0025024,-291.4590759,-84.09299469
80,-146.869751,-534.7650757,-459.3428345,-158.6888275,-471.8526306,-236.9177399,-249.7600403,-145.6633759,-347.7214661,-512.8418579,-576.7601318,-576.7601318,-266.9894714,-500.2034607,-367.0397644,-441.4313049,-301.0662537,-311.7715149,-88.32391357
81,-139.8396149,-530.9703369,-460.6203003,-167.8269043,-476.6219482,-246.9610596,-241.5548248,-153.3023834,-340.2453918,-502.0112915,-576.8237305,-576.8237305,-256.6290894,-494.2790833,-384.8100281,-434.2723999,-304.2122803,-314.2436523,-96.03773499
82,-141.1435852,-528.4721069,-459.2787476,-177.719162,-479.4412231,-260.759613,-239.3396149,-150.7966766,-341.0520935,-495.2044678,-574.1156006,-574.1156006,-258.4529114,-491.200531,-388.4886169,-428.3598633,-307.0036621,-293.47995,-106.6999054
83,-140.7277832,-531.5470581,-458.4040527,-180.4058838,-481.8660583,-272.2616882,-234.6417084,-143.799057,-344.139679,-501.1907654,-574.3627319,-574.3627319,-267.4389343,-484.5779724,-390.4234924,-410.4804077,-308.5171204,-283.179657,-118.1389542
84,-145.6369019,-540.1433716,-460.1254272,-187.7542572,-481.4345703,-284.0334167,-236.412735,-138.8489838,-343.0419617,-499.7390747,-573.5058594,-573.5058594,-277.1661682,-483.0115967,-393.5689697,-398.0392151,-304.8392639,-284.7043152,-135.1978149
85,-146.3805237,-540.4748535,-460.8061829,-195.6624451,-483.0534058,-303.0622253,-246.5387115,-132.9978027,-337.9633179,-499.4365234,-573.9797974,-573.9797974,-278.6252136,-475.4441833,-389.0661316,-389.8953552,-300.2906494,-291.963501,-149.8920746
86,-143.202179,-530.4716187,-463.0930481,-200.7911377,-483.5346985,-326.011322,-244.6515656,-134.1199341,-332.0402527,-494.7156677,-572.9591675,-572.9591675,-281.9596863,-469.820282,-381.8640747,-380.6275024,-291.7595825,-301.5145874,-125.2929153
87,-138.9352112,-519.5095825,-463.4473877,-170.2871704,-484.5765076,-340.868927,-240.016098,-135.4377289,-330.4525757,-493.5929871,-574.6248169,-574.6248169,-289.7857666,-472.2749023,-377.1769104,-378.8701782,-289.2437134,-315.8754883,-104.1468201
88,-138.521225,-521.5949097,-464.6502991,-134.7471008,-488.308075,-352.3889771,-242.2159576,-134.8317871,-330.5734558,-491.9210205,-580.6083374,-580.6083374,-289.2727051,-464.5780334,-372.7006531,-372.6650391,-292.934906,-332.6189575,-110.2434464
89,-143.0750275,-521.7282715,-467.0346985,-116.5915222,-487.0682068,-362.4256287,-239.1137848,-134.6746368,-333.7540894,-486.6540527,-579.1876221,-579.1876221,-289.0628357,-469.4156189,-376.2889099,-363.7245483,-301.571167,-325.3989868,-103.3012695
90,-141.9994202,-524.7816162,-469.4467773,-108.6286316,-480.7025757,-368.0767822,-231.6365967,-137.4653778,-335.1177368,-496.4614563,-577.7216187,-577.7216187,-295.044281,-470.6614685,-379.8895264,-351.4903564,-302.6019592,-306.2025146,-112.2504883
91,-145.0315094,-517.0147095,-468.3919373,-112.8688431,-411.6323853,-372.1981506,-233.5671082,-145.8484192,-337.0087585,-496.4811401,-577.4075317,-577.4075317,-293.9599304,-454.1828308,-383.0927734,-345.8166504,-290.6066895,-298.9882813,-124.0871811
92,-151.0054016,-518.3994141,-471.1640625,-119.7738724,-371.5626831,-365.7185364,-235.8920746,-140.2617798,-331.7174377,-499.2272339,-576.381897,-576.381897,-287.999054,-447.9697571,-383.209259,-342.7512207,-289.0108032,-299.1551819,-135.916687
93,-150.4564972,-524.0706177,-471.1035767,-134.7485657,-374.4359131,-342.5921631,-237.7079163,-132.0997925,-327.1327515,-502.1035461,-576.5734253,-576.5734253,-286.3569336,-449.289093,-382.9085083,-340.9806519,-290.1143188,-299.5203552,-147.4484863
94,-147.1468048,-526.9512329,-473.8315735,-155.5092926,-388.8174744,-313.8891907,-237.4504852,-136.7922668,-323.1946106,-513.9080811,-576.8317871,-576.8317871,-287.7824097,-446.9053345,-390.3078613,-343.5933838,-299.537262,-310.6177063,-161.1101227
95,-147.193222,-533.37677,-477.3407593,-151.8361664,-396.6023865,-294.243042,-233.8384705,-136.3482666,-323.5377197,-512.0739136,-577.5045166,-577.5045166,-285.2246094,-454.7476807,-387.9790039,-343.0741272,-309.0204163,-321.9536743,-173.6009064
96,-148.2008362,-521.8659668,-480.6110229,-143.7909546,-403.1619873,-294.3295288,-224.8651581,-138.2458649,-332.3933411,-497.9793396,-577.9494019,-577.9494019,-279.8304138,-461.360321,-383.5130615,-337.8542175,-311.4857178,-325.1218262,-183.7416077
97,-144.3213959,-520.0946655,-467.4838562,-146.3200073,-409.2063599,-292.086792,-228.0625916,-140.3987122,-329.4364929,-502.3938293,-577.5098267,-577.5098267,-275.1167603,-457.5488281,-370.7987671,-333.59552,-315.78302,-324.5151672,-188.2956238
98,-142.109726,-522.3520508,-458.464386,-128.0435638,-416.0834656,-302.8703918,-236.961731,-131.9240723,-326.0139771,-506.7213745,-576.9173584,-576.9173584,-271.9372253,-443.985321,-365.2388916,-326.6239929,-326.499939,-323.9674683,-148.9897614
99,-140.1751099,-527.0997314,-461.8554382,-108.8024063,-422.9365845,-325.5120544,-240.2920074,-127.3778763,-329.098999,-508.8019104,-575.9205933,-575.9205933,-265.0284729,-436.5761414,-382.3482056,-320.2582092,-333.3809814,-292.3643799,-107.3093643
100,-140.2624512,-530.1334229,-463.3541565,-93.69231415,-430.6332092,-346.9638062,-242.3111877,-127.1951904,-322.717926,-507.7727356,-573.6942749,-573.6942749,-254.8608856,-446.8275757,-396.3891602,-313.208374,-336.3146667,-279.1607056,-103.5652466
