,IA_AnotherRag.wav,IA_Bach.wav,IA_Beethoven.wav,IA_Breathless.wav,IA_Chopin.wav,IA_ComingHome.wav,IA_FromTheWillowsKeep.wav,IA_InventionNo1.wav,IA_InventionNo2.wav,IA_InventionNo3.wav,IA_Mahler.wav,IA_Mazurka.wav,IA_Messiaen.wav,IA_Mozart.wav,IA_MozartActI.wav,IA_MozartActII.wav,IA_Prescience.wav,IA_SonataI.wav,IA_SonataII.wav,IA_SpaceTime.wav,IA_Suite.wav,IA_\Vivaldi.wav
27,-589.1185303,-510.3923035,-478.4388733,-300.45401,-648.1878052,-475.3649597,-212.6472931,-547.190918,-542.6010132,-540.3440552,-523.2857056,-557.2047729,-468.1732178,-510.3923035,-604.5169678,-593.1721191,-579.7470093,-582.6642456,-540.3847046,-721.7767944,-672.7835083,-327.2965088
28,-589.0690308,-510.3923035,-477.1628418,-305.9355774,-648.1878052,-477.3377686,-214.5406189,-547.190918,-542.6010132,-517.4876709,-524.2142334,-557.2047729,-463.9584961,-510.3923035,-603.1569824,-569.2214355,-580.4521484,-582.6642456,-486.4136658,-721.7767944,-672.6184692,-323.9904785
29,-576.142334,-510.3923035,-477.829895,-300.1212769,-648.1878052,-475.7775574,-215.9048462,-547.190918,-534.4005737,-448.2393188,-514.4090576,-540.9421997,-462.5858765,-510.3923035,-589.9656982,-544.9934082,-581.5275879,-572.6793823,-486.6923523,-721.7767944,-672.1870117,-315.2876892
30,-547.9694214,-510.3923035,-472.6706543,-299.2738647,-648.1878052,-471.677948,-217.0056915,-547.190918,-509.8328857,-378.0860596,-486.9592285,-525.972229,-461.5970459,-510.3923035,-585.8953857,-571.2059937,-573.4847412,-512.852417,-538.0211792,-721.7767944,-671.7429199,-312.4699097
31,-527.9644775,-510.3923035,-470.270874,-295.5040894,-648.1878052,-472.9378052,-217.546051,-527.9390259,-470.5332947,-363.3804932,-471.2732849,-534.3959351,-464.1888733,-510.3923035,-586.5732422,-590.052002,-551.6486206,-355.9109497,-546.7670898,-721.7767944,-670.5981445,-315.3852539
32,-524.1032715,-510.3923035,-469.2017517,-287.6882324,-648.1878052,-467.0670776,-221.5378418,-505.0901184,-467.9876404,-354.0884705,-468.3032837,-536.5118408,-462.5258179,-510.3923035,-586.3493042,-590.5618896,-543.0153198,-199.7678833,-546.7938843,-721.7767944,-619.4379883,-314.929718
33,-415.8167725,-510.3923035,-465.1006775,-284.9724426,-648.1878052,-450.1712036,-224.1607819,-493.9178772,-440.7953491,-296.0915527,-468.2828064,-536.3301392,-459.7107239,-510.3923035,-585.5372925,-589.3391724,-549.194397,-149.9371338,-546.7943115,-527.2457275,-515.8865967,-308.8097839
34,-322.3729858,-510.3923035,-461.5219116,-286.0195923,-648.1878052,-446.6055908,-222.7536774,-497.9901733,-334.9978027,-262.7272949,-472.5345459,-535.2438965,-458.9083252,-510.3923035,-587.1030273,-588.7873535,-549.1015625,-152.6309357,-546.7938232,-445.4805298,-467.6748657,-300.5848083
35,-297.9438782,-510.3923035,-457.9654846,-280.837616,-648.1878052,-446.3948059,-223.4051666,-482.2858276,-306.0128479,-274.3912964,-474.3562012,-533.430603,-457.8489075,-510.3923035,-587.1032104,-587.7061157,-545.2745361,-162.916748,-531.0692749,-480.8894958,-464.0866394,-298.1461487
36,-314.6881714,-510.3923035,-452.6954651,-270.8875427,-648.1878052,-448.6843567,-223.855545,-379.8937073,-328.8148193,-288.0469971,-476.6416626,-486.4553528,-457.8516846,-510.3923035,-583.6314697,-587.3893433,-552.7160645,-171.9028015,-429.6084595,-675.2076416,-480.0020752,-295.0135498
37,-330.1164551,-510.3923035,-451.7290039,-259.5770569,-648.1878052,-445.4397278,-227.4376678,-334.4188232,-343.1279602,-292.1873779,-475.9273376,-408.5856628,-456.0542603,-510.3923035,-573.7214966,-587.5563965,-559.2165527,-176.7299042,-378.4436035,-614.5963745,-493.9371338,-291.9838562
38,-340.0037842,-510.3923035,-452.1764832,-250.0112915,-648.1878052,-441.6181335,-230.2934265,-333.4941101,-355.3275757,-303.0871582,-477.3326416,-393.3959045,-454.2462769,-510.3923035,-528.2701416,-586.6672974,-550.5769043,-183.0151215,-346.2000732,-509.664032,-499.7157593,-284.0340881
39,-350.4234314,-510.3923035,-451.5664063,-241.9511414,-648.1878052,-438.2875061,-231.8796234,-347.906189,-367.9935608,-315.5510254,-475.1375122,-415.592926,-451.1530151,-510.3923035,-502.2295837,-585.1552124,-473.9146729,-188.0191498,-337.6339111,-511.4983826,-507.2990417,-266.9484253
40,-356.6972046,-510.3923035,-446.620575,-243.9036255,-648.1878052,-434.526001,-231.8376617,-354.4798584,-379.9582825,-324.5766907,-472.4804077,-427.918457,-450.5823669,-510.3923035,-478.2513123,-586.7510376,-432.2906189,-193.1457062,-343.3269958,-626.6450806,-515.7885742,-252.878006
41,-362.1590881,-510.3923035,-435.9747314,-250.3280487,-648.1878052,-427.151062,-235.5503235,-357.4511108,-387.7503052,-330.272522,-470.9136047,-433.0098572,-450.4433289,-510.3923035,-447.8658142,-588.5809326,-429.2467346,-201.2055359,-346.6332703,-679.201355,-518.0003052,-241.7958527
42,-370.0489502,-510.3923035,-417.5496216,-262.7926331,-648.1878052,-419.6196899,-238.9052429,-359.4516602,-399.122406,-337.8748474,-468.5707092,-436.474762,-449.5652161,-510.3923035,-408.6054688,-588.9303589,-432.7680664,-208.6724548,-345.4569092,-531.6322632,-524.829895,-229.8598938
43,-380.0456848,-510.3923035,-403.12854,-273.1074829,-648.1878052,-418.111145,-241.9796295,-372.2793579,-404.3938599,-341.9234924,-471.098053,-442.8862,-450.0714722,-510.3923035,-370.5384521,-588.5469971,-439.033905,-215.6115417,-347.9718323,-503.9177551,-526.8535156,-219.3954926
44,-384.4839172,-510.3923035,-396.6074829,-283.5858459,-648.1878052,-417.0890808,-243.0968628,-384.4196167,-413.2646179,-345.1154175,-472.6800842,-448.9545288,-449.5350037,-510.3923035,-339.9418335,-590.5408325,-449.4350586,-218.4888306,-350.0107727,-576.6535645,-531.6480713,-206.4766235
45,-364.9208679,-510.3923035,-393.6309509,-292.0627441,-648.1878052,-418.4452209,-244.5335388,-389.0312195,-417.7571716,-353.976593,-473.7280884,-451.2514954,-453.0458069,-510.3923035,-323.0021057,-590.4954224,-450.0793762,-222.3537445,-348.9992065,-678.5944214,-535.1564941,-200.5140076
46,-307.587738,-510.3923035,-392.9121704,-293.9118958,-648.1878052,-421.9567261,-246.8470917,-390.6743469,-419.6002808,-358.4754333,-475.0107117,-453.359436,-451.3320923,-510.3923035,-314.4279785,-589.8184204,-452.7895508,-229.8046875,-349.9332275,-679.7634888,-537.1189575,-194.2994843
47,-291.6335449,-510.3923035,-390.8422546,-297.7152405,-648.1878052,-427.4712524,-246.4975281,-396.0152283,-424.085907,-359.5950623,-474.766449,-461.6297913,-443.0350037,-510.3923035,-318.592865,-589.4699097,-458.5410461,-231.7431946,-350.5907288,-677.8672485,-539.243103,-188.0313416
48,-313.8826904,-510.3923035,-387.9794312,-302.1076965,-648.1878052,-432.7069702,-249.7558441,-398.9882813,-423.8052368,-367.0982971,-474.8010559,-466.4562988,-437.1368713,-510.3923035,-327.9044189,-588.5441284,-471.533905,-239.0434113,-352.5770874,-680.3076172,-540.9048462,-200.2037048
49,-330.6302185,-510.3923035,-385.2198486,-308.0675659,-648.1878052,-435.4906616,-251.688385,-396.0872192,-429.6382141,-372.8359375,-477.3837891,-466.4425964,-435.5816956,-510.3923035,-352.5590515,-589.3463135,-475.5426941,-244.2671051,-355.0132446,-683.8323975,-543.5828247,-214.7276764
50,-338.9548035,-510.3923035,-384.4691162,-313.550293,-648.1878052,-433.2541199,-252.2003021,-401.2958679,-412.2724304,-375.0037842,-478.3847351,-468.7414246,-439.8632813,-510.3923035,-368.1949463,-591.0032349,-477.3001404,-249.6448975,-356.7745056,-685.7988892,-547.5866699,-224.5173645
51,-346.360321,-510.3923035,-381.617157,-322.6882019,-648.1878052,-428.5767822,-253.8859711,-409.6255188,-342.6542664,-382.0260925,-480.2245789,-471.9910889,-435.390564,-510.3923035,-371.0470276,-590.5864258,-479.2189941,-253.5909576,-356.6506958,-689.2823486,-551.1717529,-222.3211212
52,-355.2613831,-510.3923035,-385.2778625,-323.5673218,-648.1878052,-427.0704651,-253.4803467,-353.9063416,-327.072113,-386.3041077,-482.7764893,-476.1871643,-432.1011047,-510.3923035,-377.5497742,-589.5654907,-487.6678467,-255.808609,-359.1459656,-690.4673462,-552.855835,-219.8772278
53,-360.6203613,-510.3923035,-392.7688599,-323.5967102,-648.1878052,-432.5974121,-255.0928955,-305.1025085,-350.3183594,-388.3789673,-477.1929626,-479.2966919,-427.903656,-510.3923035,-381.8178101,-588.8757935,-493.2148132,-259.8522949,-360.5525818,-688.0460205,-557.4962769,-221.640625
54,-366.0022583,-510.3923035,-392.2140808,-323.8829041,-648.1878052,-432.9164429,-255.026062,-312.2460327,-360.3336487,-390.6333618,-470.2011719,-484.0008545,-426.888855,-510.3923035,-398.723114,-588.836853,-496.5626221,-264.143219,-358.1178284,-687.8175659,-559.5648193,-231.4288483
55,-367.4120483,-510.3923035,-391.7542419,-325.6264038,-648.1878052,-430.1069336,-258.7359619,-342.3639832,-364.1170044,-392.6994934,-466.7319946,-485.3232422,-426.6521301,-510.3923035,-411.9224548,-588.7727051,-499.3672791,-267.2550354,-358.1928101,-686.012207,-560.2454834,-248.0848389
56,-371.1920471,-510.3923035,-390.2679138,-332.4258423,-648.1878052,-434.3717651,-260.9631348,-353.0294189,-366.6804199,-395.2821045,-458.6882629,-486.2897949,-430.3248901,-510.3923035,-419.9651489,-590.0002441,-498.6539917,-270.7876587,-357.8930969,-684.9799194,-560.0640869,-261.264679
57,-338.6054688,-510.3923035,-389.2302246,-335.3414001,-648.1878052,-440.1259766,-261.2622681,-360.0689697,-380.0524597,-370.2310181,-459.719574,-488.6120605,-433.195343,-510.3923035,-428.9507141,-589.9456177,-495.3240662,-277.4781189,-360.7124634,-690.869812,-562.7511597,-278.2483826
58,-275.7649841,-510.3923035,-390.9287109,-334.966095,-648.1878052,-434.7097168,-261.1150818,-366.8483276,-390.914856,-321.4093323,-466.948822,-489.346283,-429.0011597,-510.3923035,-435.5361633,-589.5787964,-495.6350708,-281.0409851,-363.2818909,-693.5655518,-568.2578125,-295.9634705
59,-257.3789673,-510.3923035,-395.8363342,-330.7243652,-648.1878052,-428.0451355,-262.7410583,-372.2094421,-401.2402039,-306.4825439,-473.8475037,-491.7119751,-426.9389648,-510.3923035,-413.3832703,-588.711792,-496.9435425,-283.5816956,-362.4772034,-693.9451294,-572.1553955,-304.4704895
60,-270.0308533,-510.3923035,-396.7612305,-326.9509888,-648.1878052,-431.2687378,-265.3787231,-377.4763794,-410.6543274,-312.3681641,-476.3763428,-495.6782227,-429.8826904,-510.3923035,-388.7419739,-588.4058838,-495.5114441,-287.3856506,-367.5588379,-690.6589355,-574.0255127,-300.4501038
61,-284.0607605,-510.3923035,-397.3418579,-330.0003357,-648.1878052,-430.8670654,-268.638092,-387.1031189,-416.1609192,-317.5087585,-479.76474,-498.118988,-429.9506836,-510.3923035,-380.9763794,-588.8735962,-498.767334,-289.5222473,-370.2913513,-693.7042847,-577.8535156,-286.2704773
62,-293.5818787,-510.3923035,-400.8638,-332.7094116,-648.1878052,-430.3250427,-271.4472961,-395.009491,-419.2974854,-318.480011,-482.602356,-499.0427551,-430.5252075,-510.3923035,-384.6022949,-589.1366577,-498.8913574,-289.6398315,-371.1893921,-693.6762085,-578.4003296,-267.6272583
63,-301.3643494,-510.3923035,-398.1917114,-338.2615051,-648.1878052,-433.8916626,-269.8200989,-398.7390747,-421.6831055,-321.6343079,-484.6090393,-499.6669922,-433.2337646,-510.3923035,-392.7609558,-588.0584106,-507.648468,-293.9196167,-372.9098816,-691.6047363,-581.0792236,-252.9198456
64,-305.1960754,-510.3923035,-397.3996582,-340.1138306,-648.1878052,-434.3887939,-271.2270203,-403.0466309,-428.3875122,-326.8585815,-487.9276733,-503.6127625,-431.5710449,-510.3923035,-400.828949,-587.0907593,-512.5455322,-297.0317078,-373.6945801,-691.1025391,-585.4501953,-250.9796143
65,-308.806427,-510.3923035,-401.2225952,-342.514679,-648.1878052,-429.1551208,-275.4403687,-407.5847168,-434.9230042,-328.684967,-495.6054688,-505.2588501,-430.0950623,-510.3923035,-399.3864441,-587.9234619,-505.7602844,-299.4330139,-375.431366,-693.4089966,-585.5530396,-248.5923767
66,-313.8255005,-510.3923035,-403.5002136,-343.234375,-648.1878052,-429.4559326,-276.5563354,-414.7927856,-441.2378235,-334.1956177,-500.5545044,-504.6678467,-428.397522,-510.3923035,-371.6586304,-588.1679688,-508.0307617,-302.5852051,-378.4619446,-696.3197021,-584.1652832,-246.5857239
67,-316.8894958,-510.3923035,-399.6564026,-342.3384705,-648.1878052,-436.8575745,-278.5452576,-421.8532715,-437.6291809,-335.2861633,-499.2322388,-504.9289551,-424.5002747,-510.3923035,-345.9259338,-588.4181519,-513.449585,-305.1038513,-380.3782043,-697.4481812,-587.0397949,-250.6588135
68,-319.585968,-510.3923035,-398.020752,-340.2066956,-648.1878052,-439.8782043,-278.9614868,-408.4750977,-356.1456604,-335.335022,-503.619751,-507.9425659,-421.0889282,-510.3923035,-341.2055054,-588.0993652,-511.4919128,-308.7941284,-383.3904114,-701.3701782,-589.3392334,-255.1745911
69,-320.1340942,-510.3923035,-398.727478,-336.2095337,-648.1878052,-434.2351685,-278.9356384,-392.4846497,-319.6171875,-340.3625793,-507.8213501,-508.0405579,-418.6000366,-510.3923035,-346.1715698,-588.1274414,-512.760376,-312.6876221,-386.7647095,-702.1032104,-587.6646118,-258.8995972
70,-281.9801941,-510.3923035,-398.1214905,-341.66922,-648.1878052,-428.5205688,-278.8048096,-395.6149292,-335.6729431,-342.1268616,-508.8131104,-506.7580872,-423.3390198,-510.3923035,-354.0564575,-587.7828369,-517.4464111,-312.4684143,-385.9448242,-699.7565918,-588.6828613,-268.4772949
